"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"619","L. Rice","L. Rice","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"620","A. Prentice","A. Prentice","RB","NO","6","","injury-status","Final W 38-3 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"621","B. Mack","B. Mack","WR","","","","injury-status","BYE","-","528.0","-","-","-","-","-","-","-","-","-","-","-"
"622","S. Beyer","S. Beyer","TE","DEN","11","","injury-status","Final W 27-13 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"623","T. Jones","T. Jones","WR","JAX","7","","injury-status","Final L 21-37 @ HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"624","C. Clay","C. Clay","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"625","J. Imatorbhebhe","J. Imatorbhebhe","WR","","","","injury-status","BYE","-","278.1","-","-","-","-","-","-","-","-","-","-","-"
"626","T. Black","T. Black","WR","NYJ","6","","injury-status","Final L 14-19 @ CAR","-","403.0","-","-","-","-","-","-","-","-","-","-","-"
"627","T. Ragas","T. Ragas","RB","LV","8","Ques","injury-status questionable","Final W 33-27 vs BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"628","M. Bushman","M. Bushman","TE","KC","12","","injury-status","Final W 33-29 vs CLE","-","570.0","-","-","-","-","-","-","-","-","-","-","-"
"629","G. Groshek","G. Groshek","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"630","D. Turner","D. Turner","WR","LV","8","Ques","injury-status questionable","Final W 33-27 vs BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"631","R. Lees","R. Lees","WR","","","","injury-status","BYE","-","697.2","-","-","-","-","-","-","-","-","-","-","-"
"632","P. Wells","P. Wells","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"633","C. Hill","C. Hill","QB","","","","injury-status","BYE","-","488.0","-","-","-","-","-","-","-","-","-","-","-"
"634","J. Raine","J. Raine","TE","ATL","6","","injury-status","Final L 6-32 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"635","T. Walker","T. Walker","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"636","T. Poljan","T. Poljan","TE","BAL","8","","injury-status","Final L 27-33 @ LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"637","J. Borregales","J. Borregales","K","TB","9","","injury-status","Final W 31-29 vs DAL","-","490.4","-","-","-","-","-","-","-","-","-","-","-"
"638","T. Simmons","T. Simmons","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"639","C. Johnson","C. Johnson","WR","SEA","9","","injury-status","Final W 28-16 @ IND","-","329.0","-","-","-","-","-","-","-","-","-","-","-"
"640","B. Emmons","B. Emmons","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"641","N. Ralston","N. Ralston","RB","DAL","7","","injury-status","Final L 29-31 @ TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"642","H. Kampmoyer","H. Kampmoyer","TE","LAC","7","","injury-status","Final W 20-16 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"643","E. Stove","E. Stove","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"644","C. Tucker","C. Tucker","TE","","","","injury-status","BYE","-","655.7","-","-","-","-","-","-","-","-","-","-","-"
"645","L. Akers","L. Akers","WR","LAR","11","","injury-status","Final W 34-14 vs CHI","-","675.0","-","-","-","-","-","-","-","-","-","-","-"
"646","D. Soehner","D. Soehner","TE","NO","6","Ques","injury-status questionable","Final W 38-3 vs GB","-","429.0","-","-","-","-","-","-","-","-","-","-","-"
"647","S. Scott","S. Scott","RB","","","","injury-status","BYE","-","618.4","-","-","-","-","-","-","-","-","-","-","-"
"648","B. Moore","B. Moore","TE","TEN","13","","injury-status","Final L 13-38 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"649","R. Bussey","R. Bussey","WR","PIT","7","","injury-status","Final W 23-16 @ BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"650","R. Rivers","R. Rivers","QB","","","","injury-status","BYE","-","254.0","-","-","-","-","-","-","-","-","-","-","-"
"651","D. Mills","D. Mills","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"652","J. McKinley","J. McKinley","WR","DET","9","","injury-status","Final L 33-41 vs SF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"653","D. Lewis","D. Lewis","RB","","","","injury-status","BYE","-","357.4","-","-","-","-","-","-","-","-","-","-","-"
"654","M. Stokke","M. Stokke","RB","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"655","S. Brown","S. Brown","RB","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"656","B. Smith","B. Smith","WR","DAL","7","","injury-status","Final L 29-31 @ TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"657","J. Hardy","J. Hardy","RB","DAL","7","","injury-status","Final L 29-31 @ TB","-","349.7","-","-","-","-","-","-","-","-","-","-","-"
"658","T. Vasher","T. Vasher","WR","DAL","7","","injury-status","Final L 29-31 @ TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"659","O. Mitchell","O. Mitchell","WR","DAL","7","Ques","injury-status questionable","Final L 29-31 @ TB","-","644.4","-","-","-","-","-","-","-","-","-","-","-"
"660","N. Eubanks","N. Eubanks","TE","","","","injury-status","BYE","-","464.0","-","-","-","-","-","-","-","-","-","-","-"
"661","B. Haubeil","B. Haubeil","K","","","","injury-status","BYE","-","596.9","-","-","-","-","-","-","-","-","-","-","-"
"662","T. Carter","T. Carter","RB","TEN","13","","injury-status","Final L 13-38 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"663","S. Harrington","S. Harrington","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"664","A. Williams","A. Williams","RB","ATL","6","","injury-status","Final L 6-32 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"665","B. Mason","B. Mason","TE","BAL","8","Ques","injury-status questionable","Final L 27-33 @ LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"666","S. Hauschka","S. Hauschka","K","","","","injury-status","BYE","-","367.5","-","-","-","-","-","-","-","-","-","-","-"
"667","A. Trammell","A. Trammell","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"668","A. Nunn","A. Nunn","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"669","C. Angeline","C. Angeline","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"670","B. Labelle","B. Labelle","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"671","J. Pederson","J. Pederson","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"672","C. Williams","C. Williams","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"673","D. Roberson","D. Roberson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"674","M. Sexton","M. Sexton","WR","","","","injury-status","BYE","-","390.7","-","-","-","-","-","-","-","-","-","-","-"
"675","M. Simon","M. Simon","WR","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"676","K. Locksley","K. Locksley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"677","D. Clark","D. Clark","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"678","B. Eagles","B. Eagles","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"679","J. Ausbon","J. Ausbon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"680","K. Mond","K. Mond","QB","MIN","7","","injury-status","Final L 24-27 @ CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"681","K. McClain","K. McClain","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"682","A. Watkins","A. Watkins","WR","TB","9","","injury-status","Final W 31-29 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"683","S. Surratt","S. Surratt","TE","","","Ques","injury-status questionable","BYE","-","509.0","-","-","-","-","-","-","-","-","-","-","-"
"684","D. Hazelton","D. Hazelton","WR","HOU","10","","injury-status","Final W 37-21 vs JAX","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"685","W. Philyor","W. Philyor","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"686","P. Invalid","P. Invalid","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"687","J. Newman","J. Newman","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"688","W. Jackson","W. Jackson","WR","LAR","11","Ques","injury-status questionable","Final W 34-14 vs CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"689","C. Marable","C. Marable","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"690","T. Vaughns","T. Vaughns","WR","PIT","7","","injury-status","Final W 23-16 @ BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"691","Q. Morris","Q. Morris","TE","BUF","7","","injury-status","Final L 16-23 vs PIT","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"692","H. Thedford","H. Thedford","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"693","C. Blair","C. Blair","WR","GB","13","","injury-status","Final L 3-38 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"694","T. Russolino","T. Russolino","K","","","","injury-status","BYE","-","300.0","-","-","-","-","-","-","-","-","-","-","-"
"695","S. Castillo","S. Castillo","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"696","C. Davis","C. Davis","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"697","P. Quessenberry","P. Quessenberry","TE","HOU","10","","injury-status","Final W 37-21 vs JAX","-","623.7","-","-","-","-","-","-","-","-","-","-","-"
"698","F. Green","F. Green","TE","IND","14","","injury-status","Final L 16-28 vs SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"699","C. Harrell","C. Harrell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"700","N. Maxwell","N. Maxwell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"701","N. Tiano","N. Tiano","QB","","","","injury-status","BYE","-","533.0","-","-","-","-","-","-","-","-","-","-","-"
"702","C. Slomka","C. Slomka","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"703","S. Guidry","S. Guidry","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"704","J. Burt","J. Burt","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"705","I. Zuber","I. Zuber","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"706","M. Dereus","M. Dereus","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"707","J. Hurst","J. Hurst","WR","TB","9","Ques","injury-status questionable","Final W 31-29 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"708","T. Jonsen","T. Jonsen","WR","TB","9","","injury-status","Final W 31-29 vs DAL","-","381.0","-","-","-","-","-","-","-","-","-","-","-"
"709","J. Pearson","J. Pearson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"710","M. Lynch","M. Lynch","RB","","","","injury-status","BYE","-","393.5","-","-","-","-","-","-","-","-","-","-","-"
"711","T. McCann","T. McCann","K","","","","injury-status","BYE","-","290.3","-","-","-","-","-","-","-","-","-","-","-"
"712","T. Hudson","T. Hudson","TE","TEN","13","Ques","injury-status questionable","Final L 13-38 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"713","K. Williams","K. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"714","M. Kinsey","M. Kinsey","WR","TEN","13","","injury-status","Final L 13-38 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"715","C. Scarlett","C. Scarlett","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"716","S. Dawkins","S. Dawkins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"717","P. Carr","P. Carr","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"718","A. Jones","A. Jones","RB","","","","injury-status","BYE","-","459.4","-","-","-","-","-","-","-","-","-","-","-"
"719","J. Hokit","J. Hokit","RB","SF","6","","injury-status","Final W 41-33 @ DET","-","401.0","-","-","-","-","-","-","-","-","-","-","-"
"720","B. Rutter","B. Rutter","QB","","","","injury-status","BYE","-","283.0","-","-","-","-","-","-","-","-","-","-","-"
"721","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","626.0","-","-","-","-","-","-","-","-","-","-","-"
"722","S. Platzgummer","S. Platzgummer","RB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","397.0","-","-","-","-","-","-","-","-","-","-","-"
"723","I. Wright","I. Wright","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"724","K. Tate","K. Tate","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"725","M. Bailey","M. Bailey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"726","P. Houston","P. Houston","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"727","D. Phelps","D. Phelps","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"728","R. Medaris","R. Medaris","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"729","J. Braswell","J. Braswell","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"730","G. Campbell","G. Campbell","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"731","R. John","R. John","TE","NYG","10","","injury-status","Final L 13-27 vs DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"732","K. Markway","K. Markway","TE","LAR","11","","injury-status","Final W 34-14 vs CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"733","C. Cookus","C. Cookus","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"734","J. Ward","J. Ward","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"735","S. Riley","S. Riley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"736","W. Hastings","W. Hastings","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"737","N. Griffin-Stewart","N. Griffin-Stewart","TE","KC","12","","injury-status","Final W 33-29 vs CLE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"738","J. Bargas","J. Bargas","RB","MIN","7","","injury-status","Final L 24-27 @ CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"739","D. Chisena","D. Chisena","WR","MIN","7","Ques","injury-status questionable","Final L 24-27 @ CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"740","M. Cole","M. Cole","WR","SEA","9","","injury-status","Final W 28-16 @ IND","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"741","K. Merritt","K. Merritt","WR","NO","6","","injury-status","Final W 38-3 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"742","B. Polk","B. Polk","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"743","J. Koski","J. Koski","WR","LAR","11","","injury-status","Final W 34-14 vs CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"744","E. Winston","E. Winston","WR","NO","6","","injury-status","Final W 38-3 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"745","J. Gilbert","J. Gilbert","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"746","B. Perkins","B. Perkins","QB","LAR","11","","injury-status","Final W 34-14 vs CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"747","E. Edwards","E. Edwards","WR","","","","injury-status","BYE","-","631.2","-","-","-","-","-","-","-","-","-","-","-"
"748","D. Schoen","D. Schoen","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"749","J. Cotton","J. Cotton","WR","JAX","7","Ques","injury-status questionable","Final L 21-37 @ HOU","-","251.0","-","-","-","-","-","-","-","-","-","-","-"
"750","J. Rice","J. Rice","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"751","D. Bradwell","D. Bradwell","RB","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"752","B. Holly","B. Holly","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"753","S. Mariner","S. Mariner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"754","J. Shelton-Mosley","J. Shelton-Mosley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"755","B. Wright","B. Wright","P, K - LAR(11)","","","","injury-status","Final W 34-14 vs CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"756","J. Hammond","J. Hammond","WR","JAX","7","","injury-status","Final L 21-37 @ HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"757","M. Ross","M. Ross","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"758","D. Harris","D. Harris","WR","IND","14","","injury-status","Final L 16-28 vs SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"759","T. Simmons","T. Simmons","WR","","","","injury-status","BYE","-","678.3","-","-","-","-","-","-","-","-","-","-","-"
"760","D. Stapleton","D. Stapleton","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"761","J. Jones","J. Jones","RB","","","","injury-status","BYE","-","695.7","-","-","-","-","-","-","-","-","-","-","-"
"762","J. Morton","J. Morton","QB","IND","14","","injury-status","Final L 16-28 vs SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"763","L. Sellers","L. Sellers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"764","N. Wieting","N. Wieting","TE","","","","injury-status","BYE","-","450.3","-","-","-","-","-","-","-","-","-","-","-"
"765","K. Davidson","K. Davidson","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"766","S. Washington","S. Washington","WR","CIN","10","","injury-status","Final W 27-24 vs MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"767","D. Whaley","D. Whaley","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"768","A. Hifo","A. Hifo","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"769","M. Ffrench","M. Ffrench","WR","LAC","7","","injury-status","Final W 20-16 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"770","A. Baccellia","A. Baccellia","WR","ARI","12","","injury-status","Final W 38-13 @ TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"771","A. Wagner","A. Wagner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"772","C. Sutton","C. Sutton","TE","","","","injury-status","BYE","-","304.0","-","-","-","-","-","-","-","-","-","-","-"
"773","T. Hights","T. Hights","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"774","S. Nigh","S. Nigh","RB","","","","injury-status","BYE","-","479.8","-","-","-","-","-","-","-","-","-","-","-"
"775","Z. Manning","Z. Manning","WR","","","","injury-status","BYE","-","327.7","-","-","-","-","-","-","-","-","-","-","-"
"776","A. Williams","A. Williams","RB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"777","N. Vogel","N. Vogel","K","","","","injury-status","BYE","-","484.0","-","-","-","-","-","-","-","-","-","-","-"
"778","J. Moore","J. Moore","WR","BAL","8","Ques","injury-status questionable","Final L 27-33 @ LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"779","B. Rechsteiner","B. Rechsteiner","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"780","C. Repp","C. Repp","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"781","C. Rowland","C. Rowland","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"782","J. Green","J. Green","WR","","","","injury-status","BYE","-","536.0","-","-","-","-","-","-","-","-","-","-","-"
"783","J. McCleskey","J. McCleskey","WR","NO","6","","injury-status","Final W 38-3 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"784","M. Daniel","M. Daniel","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"785","R. Becker","R. Becker","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"786","S. Leatherbury","S. Leatherbury","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"787","R. Sinnett","R. Sinnett","QB","PHI","14","","injury-status","Final W 32-6 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"788","R. Neal","R. Neal","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"789","J. Love","J. Love","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"790","J. Smith","J. Smith","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"791","T. Stevens","T. Stevens","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"792","B. DiNucci","B. DiNucci","QB","DAL","7","","injury-status","Final L 29-31 @ TB","-","342.0","-","-","-","-","-","-","-","-","-","-","-"
"793","T. Davis","T. Davis","TE","GB","13","","injury-status","Final L 3-38 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"794","J. Rohrwasser","J. Rohrwasser","K","","","","injury-status","BYE","-","562.2","-","-","-","-","-","-","-","-","-","-","-"
"795","L. Cager","L. Cager","TE","NYJ","6","","injury-status","Final L 14-19 @ CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"796","R. Ahmed","R. Ahmed","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"797","T. Feaster","T. Feaster","RB","ARI","12","","injury-status","Final W 38-13 @ TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"798","D. Dillon","D. Dillon","WR","NYG","10","","injury-status","Final L 13-27 vs DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"799","A. MacGinnis","A. MacGinnis","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"800","A. Killins","A. Killins","RB","DEN","11","","injury-status","Final W 27-13 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"801","C. Finke","C. Finke","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"802","A. Parker","A. Parker","WR","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"803","X. Jones","X. Jones","RB","","","Ques","injury-status questionable","BYE","-","230.5","-","-","-","-","-","-","-","-","-","-","-"
"804","J. Luton","J. Luton","QB","MIA","14","","injury-status","Final W 17-16 @ NE","-","286.0","-","-","-","-","-","-","-","-","-","-","-"
"805","J. Morgan","J. Morgan","QB","IND","14","","injury-status","Final L 16-28 vs SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"806","O. Bayless","O. Bayless","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"807","P. Guerriero","P. Guerriero","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"808","T. Brown","T. Brown","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"809","J. Thomas","J. Thomas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"810","J. Molson","J. Molson","K","GB","13","","injury-status","Final L 3-38 @ NO","-","577.4","-","-","-","-","-","-","-","-","-","-","-"
"811","E. Wolf","E. Wolf","TE","IND","14","","injury-status","Final L 16-28 vs SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"812","S. Patterson","S. Patterson","QB","","","","injury-status","BYE","-","485.0","-","-","-","-","-","-","-","-","-","-","-"
"813","D. Stewart","D. Stewart","WR","","","","injury-status","BYE","-","519.7","-","-","-","-","-","-","-","-","-","-","-"
"814","S. Olonilua","S. Olonilua","RB","DAL","7","Ques","injury-status questionable","Final L 29-31 @ TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"815","B. LeMay","B. LeMay","RB","CLE","13","","injury-status","Final L 29-33 @ KC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"816","D. Anderson","D. Anderson","RB","HOU","10","","injury-status","Final W 37-21 vs JAX","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"817","K. Rogers","K. Rogers","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"818","T. Cleveland","T. Cleveland","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"819","R. Dowdle","R. Dowdle","RB","DAL","7","","injury-status","Final L 29-31 @ TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"820","J. Breeland","J. Breeland","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"821","S. Montez","S. Montez","QB","DET","9","","injury-status","Final L 33-41 vs SF","-","274.0","-","-","-","-","-","-","-","-","-","-","-"
"822","T. Jackson","T. Jackson","WR","MIN","7","IR","injury-status ir","Final L 24-27 @ CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"823","B. Lewerke","B. Lewerke","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","444.0","-","-","-","-","-","-","-","-","-","-","-"
"824","B. Herrien","B. Herrien","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"825","D. Wood-Anderson","D. Wood-Anderson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
