"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"692","H. Thedford","H. Thedford","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"693","C. Blair","C. Blair","WR","GB","13","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"694","T. Russolino","T. Russolino","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"695","S. Castillo","S. Castillo","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"696","C. Davis","C. Davis","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"697","P. Quessenberry","P. Quessenberry","TE","HOU","10","","injury-status","Final W 37-21 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"698","F. Green","F. Green","TE","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"699","C. Harrell","C. Harrell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"700","N. Maxwell","N. Maxwell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"701","N. Tiano","N. Tiano","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"702","C. Slomka","C. Slomka","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"703","S. Guidry","S. Guidry","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"704","J. Burt","J. Burt","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"705","I. Zuber","I. Zuber","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"706","M. Dereus","M. Dereus","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"707","J. Hurst","J. Hurst","WR","TB","9","Ques","injury-status questionable","Final W 31-29 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"708","T. Jonsen","T. Jonsen","WR","TB","9","","injury-status","Final W 31-29 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"709","J. Pearson","J. Pearson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"710","M. Lynch","M. Lynch","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"711","T. McCann","T. McCann","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"712","T. Hudson","T. Hudson","TE","TEN","13","Ques","injury-status questionable","Final L 13-38 vs ARI","5","-","-","-","3","6","31","-","-","-","-","-"
"713","K. Williams","K. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"714","M. Kinsey","M. Kinsey","WR","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"715","C. Scarlett","C. Scarlett","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"716","S. Dawkins","S. Dawkins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"717","P. Carr","P. Carr","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"718","A. Jones","A. Jones","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"719","J. Hokit","J. Hokit","RB","SF","6","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"720","B. Rutter","B. Rutter","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"721","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"722","S. Platzgummer","S. Platzgummer","RB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"723","I. Wright","I. Wright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"724","K. Tate","K. Tate","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"725","M. Bailey","M. Bailey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"726","P. Houston","P. Houston","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"727","D. Phelps","D. Phelps","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"728","R. Medaris","R. Medaris","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"729","J. Braswell","J. Braswell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"730","G. Campbell","G. Campbell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"731","R. John","R. John","TE","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"732","K. Markway","K. Markway","TE","LAR","11","","injury-status","Final W 34-14 vs CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"733","C. Cookus","C. Cookus","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"734","J. Ward","J. Ward","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"735","S. Riley","S. Riley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"736","W. Hastings","W. Hastings","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"737","N. Griffin-Stewart","N. Griffin-Stewart","TE","KC","12","","injury-status","Final W 33-29 vs CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"738","J. Bargas","J. Bargas","RB","MIN","7","","injury-status","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"739","D. Chisena","D. Chisena","WR","MIN","7","Ques","injury-status questionable","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"740","M. Cole","M. Cole","WR","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"741","K. Merritt","K. Merritt","WR","NO","14","","injury-status","Final W 38-3 vs GB","2","-","-","-","1","3","13","-","-","-","-","-"
"742","B. Polk","B. Polk","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"743","J. Koski","J. Koski","WR","LAR","11","","injury-status","Final W 34-14 vs CHI","-3","-","-","-","-","-","-","-","-","-","-","-"
"744","E. Winston","E. Winston","WR","NO","6","","injury-status","Final W 38-3 vs GB","1","-","-","-","1","1","5","-","-","-","-","-"
"745","J. Gilbert","J. Gilbert","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"746","B. Perkins","B. Perkins","QB","LAR","11","","injury-status","Final W 34-14 vs CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"747","E. Edwards","E. Edwards","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"748","D. Schoen","D. Schoen","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"749","J. Cotton","J. Cotton","WR","JAX","7","Ques","injury-status questionable","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"750","J. Rice","J. Rice","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"751","D. Bradwell","D. Bradwell","RB","CAR","7","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","1","-","-","-","-","-","-"
"752","B. Holly","B. Holly","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"753","S. Mariner","S. Mariner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"754","J. Shelton-Mosley","J. Shelton-Mosley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"755","B. Wright","B. Wright","P, K - LAR","","","","injury-status","Final W 34-14 vs CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"756","J. Hammond","J. Hammond","WR","JAX","7","","injury-status","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"757","M. Ross","M. Ross","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"758","D. Harris","D. Harris","WR","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"759","T. Simmons","T. Simmons","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"760","D. Stapleton","D. Stapleton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"761","J. Jones","J. Jones","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"762","J. Morton","J. Morton","QB","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"763","L. Sellers","L. Sellers","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"764","N. Wieting","N. Wieting","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"765","K. Davidson","K. Davidson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"766","S. Washington","S. Washington","WR","CIN","10","","injury-status","Final W 27-24 vs MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"767","D. Whaley","D. Whaley","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"768","A. Hifo","A. Hifo","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"769","M. Ffrench","M. Ffrench","WR","LAC","7","","injury-status","Final W 20-16 @ WAS","0","1","3","-","-","-","-","-","-","-","-","-"
"770","A. Baccellia","A. Baccellia","WR","ARI","12","","injury-status","Final W 38-13 @ TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"771","A. Wagner","A. Wagner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"772","C. Sutton","C. Sutton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"773","T. Hights","T. Hights","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"774","S. Nigh","S. Nigh","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"775","Z. Manning","Z. Manning","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"776","A. Williams","A. Williams","RB","NYG","7","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"777","N. Vogel","N. Vogel","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"778","J. Moore","J. Moore","WR","BAL","8","Ques","injury-status questionable","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"779","B. Rechsteiner","B. Rechsteiner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"780","C. Repp","C. Repp","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"781","C. Rowland","C. Rowland","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"782","J. Green","J. Green","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"783","J. McCleskey","J. McCleskey","WR - NO","","","","injury-status","Final W 38-3 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"784","M. Daniel","M. Daniel","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"785","R. Becker","R. Becker","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"786","S. Leatherbury","S. Leatherbury","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"787","R. Sinnett","R. Sinnett","QB","PHI","14","","injury-status","Final W 32-6 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"788","R. Neal","R. Neal","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"789","J. Love","J. Love","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"790","J. Smith","J. Smith","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"791","T. Stevens","T. Stevens","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"792","B. DiNucci","B. DiNucci","QB","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"793","T. Davis","T. Davis","TE","GB","13","","injury-status","Final L 3-38 @ NO","6","-","-","-","4","5","35","-","-","-","-","-"
"794","J. Rohrwasser","J. Rohrwasser","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"795","L. Cager","L. Cager","TE","NYJ","13","","injury-status","Final L 14-19 @ CAR","-","-","-","-","-","-","-","-","-","-","-","-"
"796","R. Ahmed","R. Ahmed","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"797","T. Feaster","T. Feaster","RB","ARI","12","","injury-status","Final W 38-13 @ TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"798","D. Dillon","D. Dillon","WR - NYG","","","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"799","A. MacGinnis","A. MacGinnis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"800","A. Killins","A. Killins","RB","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"801","C. Finke","C. Finke","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"802","A. Parker","A. Parker","WR","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"803","X. Jones","X. Jones","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"804","J. Luton","J. Luton","QB","MIA","14","","injury-status","Final W 17-16 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"805","J. Morgan","J. Morgan","QB","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"806","O. Bayless","O. Bayless","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"807","P. Guerriero","P. Guerriero","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"808","T. Brown","T. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"809","J. Thomas","J. Thomas","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"810","J. Molson","J. Molson","K","GB","13","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"811","E. Wolf","E. Wolf","TE","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"812","S. Patterson","S. Patterson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"813","D. Stewart","D. Stewart","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"814","S. Olonilua","S. Olonilua","RB","DAL","7","Ques","injury-status questionable","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"815","B. LeMay","B. LeMay","RB","CLE","13","","injury-status","Final L 29-33 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"816","D. Anderson","D. Anderson","RB","HOU","10","","injury-status","Final W 37-21 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"817","K. Rogers","K. Rogers","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"818","T. Cleveland","T. Cleveland","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","1","-","-","-","-","-","-"
"819","R. Dowdle","R. Dowdle","RB","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"820","J. Breeland","J. Breeland","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"821","S. Montez","S. Montez","QB","DET","9","","injury-status","Final L 33-41 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"822","T. Jackson","T. Jackson","WR","MIN","7","IR","injury-status ir","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"823","B. Lewerke","B. Lewerke","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"824","B. Herrien","B. Herrien","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"825","D. Wood-Anderson","D. Wood-Anderson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"826","R. Calais","R. Calais","RB","LAR","11","","injury-status","Final W 34-14 vs CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"827","D. Patmon","D. Patmon","WR","IND","14","","injury-status","Final L 16-28 vs SEA","9","-","-","-","2","4","21","1","-","-","-","-"
"828","C. O'Grady","C. O'Grady","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"829","S. Sullivan","S. Sullivan","TE","CAR","13","Out","injury-status out","Final W 19-14 vs NYJ","-","-","-","-","-","1","-","-","-","-","-","-"
"830","A. Fuller","A. Fuller","WR","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"831","J. Leake","J. Leake","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"832","L. Bellamy","L. Bellamy","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"833","C. McDonald","C. McDonald","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"834","T. Ginn","T. Ginn","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"835","B. Victor","B. Victor","WR","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"836","C. Taumoepeau","C. Taumoepeau","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"837","I. Hodgins","I. Hodgins","WR","BUF","7","","injury-status","Final L 16-23 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"838","T. Moss","T. Moss","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"839","A. Gordon","A. Gordon","QB","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"840","N. Stanley","N. Stanley","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"841","Q. Davis","Q. Davis","WR","IND","14","Ques","injury-status questionable","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"842","A. Mack","A. Mack","WR","SF","6","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"843","K. Lipscomb","K. Lipscomb","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"844","J. Dobbins","J. Dobbins","RB","BAL","8","","injury-status","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"845","C. Streveler","C. Streveler","QB","BAL","8","","injury-status","Final L 27-33 @ LV","1","3","6","-","-","-","-","-","6","9","36","-"
"846","R. Begelton","R. Begelton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"847","D. Clark","D. Clark","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"848","L. McCoy","L. McCoy","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"849","T. Salter","T. Salter","WR","","","NA","injury-status na","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"850","M. Young","M. Young","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"851","M. Crum","M. Crum","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"852","J. Ta'amu","J. Ta'amu","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"853","J. Harris","J. Harris","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"854","J. Walker","J. Walker","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"855","V. Testaverde","V. Testaverde","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"856","J. Way","J. Way","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"857","M. Simms","M. Simms","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"858","J. Caldwell","J. Caldwell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"859","T. McGowan","T. McGowan","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"860","F. Trevillion","F. Trevillion","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"861","M. Sutton","M. Sutton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"862","F. Allen","F. Allen","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"863","J. Horn","J. Horn","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"864","J. Horn","J. Horn","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"865","J. Greene","J. Greene","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"866","J. Forson","J. Forson","WR - KC","","","NA","injury-status na","Final W 33-29 vs CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"867","A. Ouellette","A. Ouellette","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"868","M. Wright","M. Wright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"869","J. Parker","J. Parker","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"870","N. Evans","N. Evans","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"871","B. Watson","B. Watson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"872","B. Burt","B. Burt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"873","V. Bryant","V. Bryant","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"874","I. Zico","I. Zico","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"875","C. Hatfield","C. Hatfield","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"876","J. Baron","J. Baron","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"877","I. Searight","I. Searight","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"878","A. Lindsey","A. Lindsey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"879","N. Fitzgerald","N. Fitzgerald","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"880","C. Simpson","C. Simpson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"881","J. McClendon","J. McClendon","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"882","D. Hodges","D. Hodges","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"883","S. Schnell","S. Schnell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"884","D. Strickland","D. Strickland","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"885","C. Jones","C. Jones","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"886","M. Colubiale","M. Colubiale","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"887","M. Stephens","M. Stephens","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"888","T. Brooks-James","T. Brooks-James","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"889","S. Poindexter","S. Poindexter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"890","M. Henry","M. Henry","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"891","D. Willis","D. Willis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"892","M. Marshall","M. Marshall","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"893","D. Thompkins","D. Thompkins","WR","GB","13","Ques","injury-status questionable","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"894","D. Jackson","D. Jackson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"895","N. Becker","N. Becker","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"896","J. Jordan","J. Jordan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"897","T. Linta","T. Linta","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"898","D. Shepherd","D. Shepherd","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"899","T. Gray","T. Gray","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"900","C. Conrad","C. Conrad","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"901","C. Hedlund","C. Hedlund","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"902","J. Johnson","J. Johnson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"903","T. Wright","T. Wright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"904","A. Choice","A. Choice","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"905","M. Deane","M. Deane","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"906","T. Christion","T. Christion","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"907","C. Scarff","C. Scarff","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"908","D. Koppenhaver","D. Koppenhaver","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"909","M. Eaton","M. Eaton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"910","T. Ives","T. Ives","WR","CHI","10","Ques","injury-status questionable","Final L 14-34 @ LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"911","E. Richardson","E. Richardson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"912","C. Herdman","C. Herdman","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"913","S. Modster","S. Modster","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"914","S. Carlson","S. Carlson","TE","CLE","13","","injury-status","Final L 29-33 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"915","D. Blough","D. Blough","QB","DET","9","","injury-status","Final L 33-41 vs SF","-0","1","6","-","-","-","-","-","-","-","-","-"
"916","D. Baker","D. Baker","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"917","D. Hall","D. Hall","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
