"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"2248","T. Jennings","T. Jennings","RB","NE","14","","injury-status","Final W 16-10 @ CIN","3","13","33","-","-","1","-","-","-","-","-","-"
"2249","J. Jackson","J. Jackson","WR","CHI","5","","injury-status","Final W 24-17 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2250","M. Hiers","M. Hiers","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2251","C. Theaker","C. Theaker","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2252","V. Ambrosio","V. Ambrosio","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2253","R. Jefferson","R. Jefferson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2254","C. Chapman","C. Chapman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2255","J. Janke","J. Janke","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2256","T. Knue","T. Knue","WR","TB","9","","injury-status","Final W 37-20 vs WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2257","T. Mosley","T. Mosley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2258","H. Rucci","H. Rucci","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2259","J. Jiles","J. Jiles","WR","NE","14","","injury-status","Final W 16-10 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2260","B. Bates","B. Bates","TE","CLE","9","","injury-status","Final L 17-33 vs DAL","-","-","-","-","-","1","-","-","-","-","-","-"
"2261","P. LeBlanc","P. LeBlanc","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2262","V. Blanchard","V. Blanchard","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2263","P. Olatoke","P. Olatoke","WR","CAR","14","","injury-status","Final L 10-47 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2264","X. Wade","X. Wade","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2265","A. Dennis","A. Dennis","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2266","L. Jones","L. Jones","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2267","D. Martin-Robinson","D. Martin-Robinson","TE","TEN","10","","injury-status","Final L 17-24 @ CHI","1","-","-","-","1","2","6","-","-","-","-","-"
"2268","J. Small","J. Small","RB","TEN","10","Ques","injury-status questionable","Final L 17-24 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2269","T. Pratt","T. Pratt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2270","E. Dean","E. Dean","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2271","J. Moussa","J. Moussa","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2272","A. Grant","A. Grant","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2273","M. Stepp","M. Stepp","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2274","A. Larson","A. Larson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2275","D. Joyner","D. Joyner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2276","W. Thompson","W. Thompson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2277","T. Pickering","T. Pickering","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2278","R. Turbin","R. Turbin","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2279","B. Corrales","B. Corrales","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2280","N. Rauschenberg","N. Rauschenberg","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2281","D. George","D. George","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2282","S. Evans","S. Evans","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2283","L. Webb","L. Webb","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2284","J. Lingenfelter","J. Lingenfelter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2285","K. Horton","K. Horton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2286","D. Caton","D. Caton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2287","M. Severance","M. Severance","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2288","C. Peterson","C. Peterson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2289","M. Herzog","M. Herzog","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2290","D. McDuffie","D. McDuffie","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2291","D. Stanley","D. Stanley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2292","J. Sirmon","J. Sirmon","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2293","J. Matocha","J. Matocha","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2294","R. Mobley","R. Mobley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2295","A. Peasley","A. Peasley","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2296","C. Suits","C. Suits","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2297","Q. Ismail","Q. Ismail","WR","BAL","7","","injury-status","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"2298","C. Beck","C. Beck","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2299","M. Fairchild","M. Fairchild","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2300","T. Tagovailoa","T. Tagovailoa","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2301","B. Cupp","B. Cupp","TE","KC","10","","injury-status","Final W 27-20 vs BAL","-","-","-","-","-","1","-","-","-","-","-","-"
"2302","P. Brooks","P. Brooks","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2303","R. Sharp","R. Sharp","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2304","M. Rigerman","M. Rigerman","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2305","J. Baker","J. Baker","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2306","D. Hardy","D. Hardy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2307","P. Jarrett","P. Jarrett","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2308","L. Sefcik","L. Sefcik","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2309","M. Riley","M. Riley","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2310","J. Laap","J. Laap","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2311","G. Celek","G. Celek","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2312","L. Lingard","L. Lingard","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2313","D. White","D. White","WR","JAX","8","","injury-status","Final L 17-20 @ MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2314","J. Scates","J. Scates","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2315","B. Easton","B. Easton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2316","J. Jackson","J. Jackson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2317","S. Bowman","S. Bowman","TE","JAX","8","","injury-status","Final L 17-20 @ MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2318","K. Foelsch","K. Foelsch","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2319","A. Stogner","A. Stogner","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2320","C. Burgess","C. Burgess","WR","CIN","10","","injury-status","Final L 10-16 vs NE","-","-","-","-","-","-","-","-","-","-","-","-"
"2321","W. Ruby","W. Ruby","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2322","J. Paddock","J. Paddock","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2323","T. Pennix","T. Pennix","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2324","J. Bean","J. Bean","QB","IND","11","","injury-status","Final L 27-29 vs HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"2325","X. White","X. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2326","J. Strong","J. Strong","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2327","M. Epps","M. Epps","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2328","A. McNulty","A. McNulty","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2329","J. Janke","J. Janke","WR","HOU","6","","injury-status","Final W 29-27 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"2330","B. Brooks","B. Brooks","RB","HOU","6","","injury-status","Final W 29-27 @ IND","0","1","2","-","-","-","-","-","-","-","-","-"
"2331","J. Hayek","J. Hayek","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2332","R. Brown","R. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2333","Z. Mathis","Z. Mathis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2334","T. Potts","T. Potts","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2335","S. Sanders","S. Sanders","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2336","J. Turner","J. Turner","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2337","M. Swinson","M. Swinson","TE","GB","5","","injury-status","Final L 29-34 @ PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2338","J. Hicks","J. Hicks","WR","GB","5","","injury-status","Final L 29-34 @ PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2339","J. Howard","J. Howard","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2340","J. Wright","J. Wright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2341","G. Hardison","G. Hardison","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2342","J. Burton","J. Burton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2343","N. Johnson","N. Johnson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2344","S. Wiglusz","S. Wiglusz","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2345","D. Stoops","D. Stoops","WR","LAR","8","Sus","injury-status sus","Final L 20-26 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"2346","J. Calhoun","J. Calhoun","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2347","I. Rex","I. Rex","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2348","D. Fenwick","D. Fenwick","RB","GB","5","","injury-status","Final L 29-34 @ PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2349","J. Warren","J. Warren","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2350","J. Cephus","J. Cephus","WR","JAX","8","IR","injury-status ir","Final L 17-20 @ MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2351","T. Yassmin","T. Yassmin","TE","DEN","12","","injury-status","Final L 20-26 @ SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"2352","C. Lewis","C. Lewis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2353","R. Ellison","R. Ellison","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2354","D. Leonard","D. Leonard","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2355","C. Autman-Bell","C. Autman-Bell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2356","A. Asante","A. Asante","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2357","J. Mcafee","J. Mcafee","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2358","G. Porter","G. Porter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2359","C. Crooms","C. Crooms","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2360","C. Johnson","C. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2361","A. Holler","A. Holler","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2362","A. Robbins","A. Robbins","RB","CLE","9","","injury-status","Final L 17-33 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2363","T. Welch","T. Welch","TE","NO","11","","injury-status","Final W 47-10 vs CAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2364","L. Victor","L. Victor","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2365","T. Keaton","T. Keaton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2366","M. Castles","M. Castles","TE","LAC","12","","injury-status","Final W 22-10 vs LV","-","-","-","-","-","-","-","-","-","-","-","-"
"2367","M. Pline","M. Pline","TE","SF","14","IR","injury-status ir","Final W 32-19 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2368","E. Collins","E. Collins","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2369","R. Lombardi","R. Lombardi","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2370","C. Grandy","C. Grandy","TE","CIN","10","","injury-status","Final L 10-16 vs NE","5","-","-","-","5","5","28","-","-","-","-","-"
"2371","N. Cain","N. Cain","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2372","C. Cordeiro","C. Cordeiro","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2373","J. Westover","J. Westover","TE","NE","14","","injury-status","Final W 16-10 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2374","T. Ayo-Durojaiye","T. Ayo-Durojaiye","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2375","I. Wheeler","I. Wheeler","RB","CHI","5","IR","injury-status ir","Final W 24-17 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2376","O. Hiliare","O. Hiliare","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2377","T. Harrell","T. Harrell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2378","T. Williams","T. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2379","K. Lewis","K. Lewis","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2380","D. Carter","D. Carter","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2381","S. Pinckney","S. Pinckney","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2382","H. Mevis","H. Mevis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2383","J. Shirden","J. Shirden","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2384","J. Plummer","J. Plummer","QB","CAR","14","","injury-status","Final L 10-47 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2385","N. Peat","N. Peat","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2386","G. Watson","G. Watson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2387","L. Keys","L. Keys","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2388","A. Vinatieri","A. Vinatieri","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2389","Z. Annexstad","Z. Annexstad","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2390","D. Williams","D. Williams","RB","TB","9","Ques","injury-status questionable","Final W 37-20 vs WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2391","I. Washington","I. Washington","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2392","J. Terrell","J. Terrell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2393","X. Johnson","X. Johnson","WR","HOU","6","Ques","injury-status questionable","Final W 29-27 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"2394","D. Wade","D. Wade","WR","BAL","7","IR","injury-status ir","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"2395","C. Collier","C. Collier","RB","LV","8","","injury-status","Final L 10-22 @ LAC","1","5","12","-","1","2","-4","-","-","-","-","-"
"2396","T. Robinson","T. Robinson","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2397","E. Jones","E. Jones","QB","ATL","5","IR","injury-status ir","Final L 10-18 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"2398","S. Stilianos","S. Stilianos","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2399","S. Schnee","S. Schnee","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2400","A. Jones","A. Jones","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2401","M. Wiley","M. Wiley","RB","WAS","12","","injury-status","Final L 20-37 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2402","C. Yankoff","C. Yankoff","TE","WAS","12","","injury-status","Final L 20-37 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2403","I. Wooden","I. Wooden","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2404","J. Jackson","J. Jackson","WR","NE","14","","injury-status","Final W 16-10 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2405","M. DiLiello","M. DiLiello","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2406","A. Reed","A. Reed","QB","CHI","5","","injury-status","Final W 24-17 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2407","T. Owens","T. Owens","WR","SF","14","","injury-status","Final W 32-19 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2408","T. Mordecai","T. Mordecai","QB","SF","14","IR","injury-status ir","Final W 32-19 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2409","X. Weaver","X. Weaver","WR","ARI","8","","injury-status","Final L 28-34 @ BUF","-","-","-","-","-","2","-","-","-","-","-","-"
"2410","A. Brown","A. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2411","D. Harper","D. Harper","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2412","J. Jones","J. Jones","WR","MIN","6","","injury-status","Final W 28-6 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2413","T. James","T. James","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2414","K. Sheets","K. Sheets","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2415","J. Kibodi","J. Kibodi","RB","CLE","9","","injury-status","Final L 17-33 vs DAL","4","5","24","-","1","3","15","-","-","-","-","-"
"2416","T. Griffin","T. Griffin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2417","R. Keyton","R. Keyton","WR","LV","8","","injury-status","Final L 10-22 @ LAC","1","-","-","-","1","3","7","-","-","-","-","-"
"2418","J. Johnson","J. Johnson","WR","LAC","12","Ques","injury-status questionable","Final W 22-10 vs LV","-","-","-","-","-","-","-","-","-","-","-","-"
"2419","J. Gill","J. Gill","WR","CLE","9","Ques","injury-status questionable","Final L 17-33 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2420","Z. Heins","Z. Heins","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2421","L. Johnson","L. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2422","L. Benson","L. Benson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2423","J. Plumlee","J. Plumlee","QB","SEA","8","IR","injury-status ir","Final W 26-20 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2424","D. Edwards","D. Edwards","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2425","C. Bradley","C. Bradley","QB","LV","8","IR","injury-status ir","Final L 10-22 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2426","J. Foreman","J. Foreman","WR","LV","8","Ques","injury-status questionable","Final L 10-22 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2427","C. Bauman","C. Bauman","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2428","A. Morris","A. Morris","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2429","R. Griffin","R. Griffin","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2430","D. Miller","D. Miller","RB","NYG","14","","injury-status","Final L 6-28 vs MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2431","C. Smyth","C. Smyth","K","NO","11","","injury-status","Final W 47-10 vs CAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2432","L. Rees-Zammit","L. Rees-Zammit","RB","JAX","8","Ques","injury-status questionable","Final L 17-20 @ MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2433","K. Milton","K. Milton","RB","CIN","10","","injury-status","Final L 10-16 vs NE","-","-","-","-","-","-","-","-","-","-","-","-"
"2434","K. Slovis","K. Slovis","QB","HOU","6","","injury-status","Final W 29-27 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"2435","P. Invalid","P. Invalid","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2436","P. Invalid","P. Invalid","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2437","P. Invalid","P. Invalid","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2438","B. McCoy","B. McCoy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2439","I. Williams","I. Williams","WR","CIN","10","","injury-status","Final L 10-16 vs NE","2","-","-","-","2","3","6","-","-","-","-","-"
"2440","H. Hatten","H. Hatten","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2441","T. Knox","T. Knox","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2442","P. Invalid","P. Invalid","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2443","P. Invalid","P. Invalid","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2444","J. McCarthy","J. McCarthy","QB","MIN","6","","injury-status","Final W 28-6 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2445","C. Cota","C. Cota","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2446","A. Dykes","A. Dykes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2447","A. Davis","A. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2448","L. Pitts","L. Pitts","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2449","L. Pettway","L. Pettway","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2450","T. Clinton","T. Clinton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2451","W. Taulapapa","W. Taulapapa","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2452","M. Wright","M. Wright","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2453","M. Trickett","M. Trickett","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2454","N. Williams","N. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2455","E. Lee","E. Lee","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2456","G. Maag","G. Maag","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2457","M. Carter","M. Carter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2458","I. Gathings","I. Gathings","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2459","C. Chrest","C. Chrest","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2460","J. Kapp","J. Kapp","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2461","J. Bonds","J. Bonds","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2462","L. Jackson","L. Jackson","WR","MIN","6","","injury-status","Final W 28-6 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2463","J. Stephens","J. Stephens","TE","DAL","10","IR","injury-status ir","Final W 33-17 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2464","P. Fant","P. Fant","TE","DAL","10","","injury-status","Final W 33-17 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2465","J. Cropper","J. Cropper","WR","DAL","10","","injury-status","Final W 33-17 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2466","D. Durden","D. Durden","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2467","J. Barbon","J. Barbon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2468","B. Cobbs","B. Cobbs","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2469","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2470","B. Thompson","B. Thompson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
