"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"581","A. Beck","A. Beck","RB","HOU","6","","injury-status","Final L 9-25 @ BAL","32","5","3","1","11","13","55","2","-","-","-","-"
"582","C. Rush","C. Rush","QB","DAL","10","","injury-status","Final W 40-0 @ NYG","4","12","-5","-","-","-","-","-","18","24","144","-"
"583","J. Driskel","J. Driskel","QB","CLE","9","","injury-status","Final W 24-3 vs CIN","16","7","33","-","-","-","-","-","13","26","166","2"
"584","P. Taylor","P. Taylor","RB","GB","5","IR","injury-status ir","Final W 38-20 @ CHI","25","32","141","-","11","17","49","-","-","-","-","-"
"585","A. Erickson","A. Erickson","WR","LAC","12","","injury-status","Final L 34-36 vs MIA","37","-","-","-","16","29","232","1","-","-","-","-"
"586","M. Rudolph","M. Rudolph","QB","PIT","5","","injury-status","Final L 7-30 vs SF","37","10","8","-","-","-","-","-","55","74","719","3"
"587","C. Wentz","C. Wentz","QB","LAR","8","","injury-status","Final W 30-13 @ SEA","27","17","56","1","-","-","-","-","17","24","163","2"
"588","J. Jefferson","J. Jefferson","RB","DET","8","","injury-status","Final W 21-20 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"589","J. Johnson","J. Johnson","QB","BAL","7","","injury-status","Final W 25-9 vs HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"590","M. Duggan","M. Duggan","QB","LAC","12","","injury-status","Final L 34-36 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"591","C. Keenum","C. Keenum","QB","HOU","6","Ques","injury-status questionable","Final L 9-25 @ BAL","12","2","1","-","-","-","-","-","34","53","291","1"
"592","S. Watkins","S. Watkins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"593","H. Hooker","H. Hooker","QB","DET","8","","injury-status","Final W 21-20 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"594","A. Prentice","A. Prentice","RB","NO","11","","injury-status","Final W 16-15 vs TEN","0","2","12","-","2","3","12","-","-","-","-","-"
"595","C. McCoy","C. McCoy","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"596","A. Firkser","A. Firkser","TE","DET","8","","injury-status","Final W 21-20 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"597","B. Sims","B. Sims","TE","GB","5","","injury-status","Final W 38-20 @ CHI","10","-","-","-","4","6","21","1","-","-","-","-"
"598","J. Washington","J. Washington","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"599","S. Smartt","S. Smartt","TE","LAC","12","","injury-status","Final L 34-36 vs MIA","27","-","-","-","11","21","155","1","-","-","-","-"
"600","J. Hill","J. Hill","TE","MIA","12","","injury-status","Final W 36-34 @ LAC","5","-","-","-","6","9","48","-","-","-","-","-"
"601","L. Krull","L. Krull","TE","DEN","12","","injury-status","Final L 16-17 vs LV","20","-","-","-","8","14","95","1","-","-","-","-"
"602","P. Durham","P. Durham","TE","TB","9","","injury-status","Final W 20-17 @ MIN","8","-","-","-","5","7","58","-","-","-","-","-"
"603","J. McCourt","J. McCourt","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"604","T. Ebner","T. Ebner","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"605","R. Blankenship","R. Blankenship","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"606","T. Wolff","T. Wolff","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"607","S. Thompson","S. Thompson","QB","MIA","5","","injury-status","Final W 36-34 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"608","D. Young","D. Young","WR","SEA","8","","injury-status","Final L 13-30 vs LAR","-","-","-","-","-","-","-","-","-","-","-","-"
"609","J. Brownlee","J. Brownlee","WR","NYJ","9","","injury-status","Final W 22-16 vs BUF","14","-","-","-","5","8","56","1","-","-","-","-"
"610","K. Wilkerson","K. Wilkerson","WR","LV","8","","injury-status","Final W 17-16 @ DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"611","D. Ozigbo","D. Ozigbo","RB","","","","injury-status","BYE","2","3","5","-","1","1","8","-","-","-","-","-"
"612","M. Wright","M. Wright","K","CAR","14","","injury-status","Final L 10-24 @ ATL","-1","-","-","-","-","-","-","-","-","-","-","-"
"613","D. Montgomery","D. Montgomery","WR","IND","11","IR","injury-status ir","Final L 21-31 vs JAX","13","-","-","-","3","8","56","1","-","-","-","-"
"614","E. Saubert","E. Saubert","TE","HOU","6","","injury-status","Final L 9-25 @ BAL","3","-","-","-","3","3","12","-","-","-","-","-"
"615","K. Kieft","K. Kieft","TE","TB","9","","injury-status","Final W 20-17 @ MIN","7","-","-","-","1","5","2","1","-","-","-","-"
"616","G. Ricci","G. Ricci","TE","CAR","14","","injury-status","Final L 10-24 @ ATL","1","-","-","-","1","1","2","-","-","-","-","-"
"617","A. McFarland","A. McFarland","RB","PIT","5","","injury-status","Final L 7-30 vs SF","2","-","-","-","2","2","11","-","-","-","-","-"
"618","M. Boykin","M. Boykin","WR","PIT","5","","injury-status","Final L 7-30 vs SF","3","-","-","-","3","4","17","-","-","-","-","-"
"619","T. Wallace","T. Wallace","WR","BAL","7","","injury-status","Final W 25-9 vs HOU","8","-","-","-","1","2","11","-","-","-","-","-"
"620","C. Huntley","C. Huntley","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"621","A. Rodgers","A. Rodgers","WR","","","","injury-status","BYE","-","-","-","-","-","2","-","-","-","-","-","-"
"622","T. Jackson","T. Jackson","WR","MIN","6","IR","injury-status ir","Final L 17-20 vs TB","4","-","-","-","2","4","9","-","-","-","-","-"
"623","C. Brate","C. Brate","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"624","S. Ehlinger","S. Ehlinger","QB","IND","11","","injury-status","Final L 21-31 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"625","R. Dwelley","R. Dwelley","TE","SF","14","","injury-status","Final W 30-7 @ PIT","2","-","-","-","1","2","12","-","-","-","-","-"
"626","T. McKitty","T. McKitty","TE","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"627","D. Allen","D. Allen","TE","LAR","8","","injury-status","Final W 30-13 @ SEA","21","-","-","-","10","11","95","1","-","-","-","-"
"628","Q. Nordin","Q. Nordin","K","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"629","M. Ammendola","M. Ammendola","K, P","","","","injury-status","BYE","25","-","-","-","-","-","-","-","-","-","-","-"
"630","S. Sloman","S. Sloman","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"631","S. Sims","S. Sims","WR","HOU","6","Ques","injury-status questionable","Final L 9-25 @ BAL","4","1","1","-","3","3","25","-","-","-","-","-"
"632","A. Seibert","A. Seibert","K","NYJ","9","Ques","injury-status questionable","Final W 22-16 vs BUF","4","-","-","-","-","-","-","-","-","-","-","-"
"633","M. Crosby","M. Crosby","K","NYG","14","","injury-status","Final L 0-40 vs DAL","20","-","-","-","-","-","-","-","-","-","-","-"
"634","T. Vizcaino","T. Vizcaino","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"635","R. Santoso","R. Santoso","K, P","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"636","S. Ficken","S. Ficken","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"637","C. Dunn","C. Dunn","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"638","J. Stoll","J. Stoll","TE","PHI","9","","injury-status","Final W 25-20 @ NE","6","-","-","-","5","8","38","-","-","-","-","-"
"639","K. Hinton","K. Hinton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"640","L. Bowden","L. Bowden","WR","NO","11","","injury-status","Final W 16-15 vs TEN","16","5","32","-","11","16","83","-","-","-","-","-"
"641","J. Mundt","J. Mundt","TE","MIN","6","","injury-status","Final L 17-20 vs TB","32","-","-","-","17","23","172","1","-","-","-","-"
"642","T. Coleman","T. Coleman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"643","T. Johnson","T. Johnson","RB","BUF","7","","injury-status","Final L 16-22 @ NYJ","28","30","132","-","7","7","62","1","-","-","-","-"
"644","A. Schwartz","A. Schwartz","WR","MIA","12","Ques","injury-status questionable","Final W 36-34 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"645","B. Jordan","B. Jordan","TE","HOU","6","IR","injury-status ir","Final L 9-25 @ BAL","42","-","-","-","17","21","219","2","-","-","-","-"
"646","G. Ward","G. Ward","WR","PHI","9","","injury-status","Final W 25-20 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"647","T. Taylor","T. Taylor","WR","CHI","5","IR","injury-status ir","Final L 20-38 vs GB","-4","1","-2","-","-","2","-","-","-","-","-","-"
"648","V. Jones","V. Jones","WR","CHI","5","","injury-status","Final L 20-38 vs GB","9","8","51","-","4","7","20","-","-","-","-","-"
"649","J. Nailor","J. Nailor","WR","MIN","6","Ques","injury-status questionable","Final L 17-20 vs TB","4","-","-","-","3","6","29","-","-","-","-","-"
"650","H. Long","H. Long","TE","LAR","8","","injury-status","Final W 30-13 @ SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"651","M. Woods","M. Woods","WR","CLE","9","Ques","injury-status questionable","Final W 24-3 vs CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"652","K. Coutee","K. Coutee","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"653","M. Brown","M. Brown","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"654","B. Perriman","B. Perriman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"655","M. Washington","M. Washington","WR","KC","10","","injury-status","Final L 20-21 vs DET","-2","-","-","-","-","-","-","-","-","-","-","-"
"656","R. Higgins","R. Higgins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"657","K. Cole","K. Cole","WR","LV","8","","injury-status","Final W 17-16 @ DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"658","R. Seals-Jones","R. Seals-Jones","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"659","J. Ruckert","J. Ruckert","TE","NYJ","9","","injury-status","Final W 22-16 vs BUF","23","-","-","-","16","22","151","-","-","-","-","-"
"660","G. Olszewski","G. Olszewski","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","-2","-","-","-","1","1","-","-","-","-","-","-"
"661","L. Nichols","L. Nichols","RB","PHI","9","","injury-status","Final W 25-20 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"662","M. Boone","M. Boone","RB","CAR","14","","injury-status","Final L 10-24 @ ATL","9","5","23","-","7","9","40","-","-","-","-","-"
"663","B. Bell","B. Bell","TE","KC","10","","injury-status","Final L 20-21 vs DET","8","-","-","-","5","9","26","1","-","-","-","-"
"664","T. Kroft","T. Kroft","TE","MIA","12","","injury-status","Final W 36-34 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"665","J. Cropper","J. Cropper","WR","DAL","10","","injury-status","Final W 40-0 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"666","B. Covey","B. Covey","WR","PHI","9","","injury-status","Final W 25-20 @ NE","4","-","-","-","4","6","42","-","-","-","-","-"
"667","M. Kemp","M. Kemp","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"668","L. Perine","L. Perine","RB","KC","10","","injury-status","Final L 20-21 vs DET","13","22","77","-","3","5","33","-","-","-","-","-"
"669","K. Blasingame","K. Blasingame","RB","CHI","5","","injury-status","Final L 20-38 vs GB","4","8","26","-","3","6","2","-","-","-","-","-"
"670","J. Jackson","J. Jackson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"671","J. Byrd","J. Byrd","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"672","K. Turpin","K. Turpin","WR","DAL","10","","injury-status","Final W 40-0 @ NYG","53","11","110","1","12","18","127","3","-","-","-","-"
"673","J. Hall","J. Hall","QB","MIN","6","","injury-status","Final L 17-20 vs TB","1","6","14","-","-","-","-","-","13","20","168","-"
"674","B. Edwards","B. Edwards","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"675","E. Cooks","E. Cooks","WR","JAX","8","","injury-status","Final W 31-21 @ IND","5","-","-","-","3","4","38","-","-","-","-","-"
"676","R. Bell","R. Bell","WR","SF","14","","injury-status","Final W 30-7 @ PIT","28","-","-","-","6","13","68","3","-","-","-","-"
"677","T. Siemian","T. Siemian","QB","NYJ","9","","injury-status","Final W 22-16 vs BUF","26","11","40","-","-","-","-","-","86","153","724","2"
"678","T. Jones","T. Jones","RB","ARI","8","","injury-status","Final L 16-20 @ WAS","29","26","95","2","7","10","37","-","-","-","-","-"
"679","B. Melton","B. Melton","WR","GB","5","","injury-status","Final W 38-20 @ CHI","38","3","21","-","16","24","218","1","-","-","-","-"
"680","J. Proche","J. Proche","WR","CLE","9","","injury-status","Final W 24-3 vs CIN","-3","-","-","-","-","5","-","-","-","-","-","-"
"681","K. Golladay","K. Golladay","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"682","K. Kirkwood","K. Kirkwood","WR","NO","11","","injury-status","Final W 16-15 vs TEN","12","-","-","-","5","9","37","1","-","-","-","-"
"683","J. Haener","J. Haener","QB","NO","11","","injury-status","Final W 16-15 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"684","M. Bushman","M. Bushman","TE","KC","10","","injury-status","Final L 20-21 vs DET","-","-","-","-","-","-","-","-","-","-","-","-"
"685","K. Yeboah","K. Yeboah","TE","NYJ","9","IR","injury-status ir","Final W 22-16 vs BUF","4","-","-","-","2","4","28","-","-","-","-","-"
"686","J. Wolford","J. Wolford","QB","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"687","D. Washington","D. Washington","RB","DEN","12","Ques","injury-status questionable","Final L 16-17 vs LV","-","-","-","-","-","-","-","-","-","-","-","-"
"688","T. McKee","T. McKee","QB","PHI","9","Ques","injury-status questionable","Final W 25-20 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"689","K. Mond","K. Mond","QB","IND","11","","injury-status","Final L 21-31 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"690","B. Miller","B. Miller","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"691","C. Johnson","C. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"692","P. Invalid","P. Invalid","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"693","A. Sherman","A. Sherman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"694","L. Kendricks","L. Kendricks","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"695","L. Stocker","L. Stocker","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"696","A. Rodgers","A. Rodgers","QB","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","-","-","-","-","-","-","-","-","1","-","-"
"697","C. Newton","C. Newton","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"698","T. Swen","T. Swen","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"699","J. Copeland","J. Copeland","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"700","B. Ford-Wheaton","B. Ford-Wheaton","WR","NYG","14","IR","injury-status ir","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"701","J. Haselwood","J. Haselwood","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"702","S. James","S. James","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"703","T. Scott","T. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"704","J. Shorter","J. Shorter","WR","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"705","P. Invalid","P. Invalid","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"706","K. Rudolph","K. Rudolph","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"707","T. Evans","T. Evans","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"708","D. Harris","D. Harris","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"709","D. Bailey","D. Bailey","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"710","N. Rourke","N. Rourke","QB","NE","14","","injury-status","Final L 20-25 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"711","P. White","P. White","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"712","C. Ratkovich","C. Ratkovich","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"713","D. Baldwin","D. Baldwin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"714","T. Odukoya","T. Odukoya","TE","TEN","10","","injury-status","Final L 15-16 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"715","M. Alexander","M. Alexander","WR","DET","8","","injury-status","Final W 21-20 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"716","D. Plitt","D. Plitt","QB","CIN","10","","injury-status","Final L 3-24 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"717","B. Lewis","B. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"718","T. Koontz","T. Koontz","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"719","C. Henne","C. Henne","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"720","N. Sciba","N. Sciba","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"721","K. Wheatfall","K. Wheatfall","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"722","R. McDaniel","R. McDaniel","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"723","N. Bohannon","N. Bohannon","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"724","K. Brown","K. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"725","T. Fisk","T. Fisk","TE","ATL","5","","injury-status","Final W 24-10 vs CAR","1","-","-","-","1","1","9","-","-","-","-","-"
"726","J. Howland","J. Howland","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"727","W. Johnson","W. Johnson","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"728","J. Scott","J. Scott","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"729","K. Kassis","K. Kassis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"730","B. Beise","B. Beise","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"731","K. Geiger","K. Geiger","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"732","I. Charles","I. Charles","WR","NYJ","9","PUP","injury-status pup","Final W 22-16 vs BUF","-","-","-","-","-","1","-","-","-","-","-","-"
"733","T. Jones","T. Jones","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"734","K. Abram","K. Abram","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"735","T. Conner","T. Conner","TE","MIA","12","","injury-status","Final W 36-34 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"736","C. Fotheringham","C. Fotheringham","TE","LV","8","","injury-status","Final W 17-16 @ DEN","1","-","-","-","1","1","6","-","-","-","-","-"
"737","E. Fernea","E. Fernea","WR","IND","11","","injury-status","Final L 21-31 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"738","M. Young","M. Young","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"739","K. Crawford","K. Crawford","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"740","S. Nacua","S. Nacua","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"741","T. Hairston","T. Hairston","RB","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"742","N. Givan","N. Givan","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"743","A. Turner","A. Turner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"744","J. Garibay","J. Garibay","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"745","A. Shampklin","A. Shampklin","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"746","D. Houston","D. Houston","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"747","Z. Mitchell-Paden","Z. Mitchell-Paden","TE","CLE","9","","injury-status","Final W 24-3 vs CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"748","F. Harper","F. Harper","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"749","K. Pryor","K. Pryor","WR","CIN","10","","injury-status","Final L 3-24 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"750","J. Rigg","J. Rigg","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"751","A. Mevis","A. Mevis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"752","M. Williams","M. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"753","J. Bist","J. Bist","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"754","D. Miller","D. Miller","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"755","R. Williams","R. Williams","TE","PIT","5","","injury-status","Final L 7-30 vs SF","-","-","-","-","-","2","-","-","-","-","-","-"
"756","K. Davis","K. Davis","WR","ARI","8","","injury-status","Final L 16-20 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"757","D. Parham","D. Parham","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"758","T. McAllister","T. McAllister","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"759","R. Carter","R. Carter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"760","L. McCutcheon","L. McCutcheon","WR","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"761","J. Pettigrew","J. Pettigrew","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"762","R. Webb","R. Webb","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"763","S. Bridges","S. Bridges","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"764","D. Tuggle","D. Tuggle","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"765","T. Fleet-Davis","T. Fleet-Davis","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"766","K. Oginni","K. Oginni","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"767","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"768","S. Scarver","S. Scarver","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"769","C. Holder","C. Holder","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"770","J. Tonges","J. Tonges","TE","SF","14","","injury-status","Final W 30-7 @ PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"771","K. Shaa","K. Shaa","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"772","H. Litwin","H. Litwin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"773","J. Herslow","J. Herslow","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"774","J. Mitchell","J. Mitchell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"775","V. Green","V. Green","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"776","A. Rogers","A. Rogers","TE","WAS","12","Ques","injury-status questionable","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"777","J. Bernhardt","J. Bernhardt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"778","L. Watson","L. Watson","TE","CLE","9","","injury-status","Final W 24-3 vs CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"779","T. James","T. James","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"780","L. Winningham","L. Winningham","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"781","G. Gunter","G. Gunter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"782","C. Pierce","C. Pierce","TE","CAR","14","","injury-status","Final L 10-24 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"783","S. Robinson","S. Robinson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"784","J. Payton","J. Payton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"785","J. Kirklin","J. Kirklin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"786","C. Hodge","C. Hodge","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"787","G. Walston","G. Walston","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"788","T. Mack","T. Mack","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"789","D. Davis","D. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"790","K. McGowan","K. McGowan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"791","M. Santos-Silva","M. Santos-Silva","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"792","T. Bradford","T. Bradford","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"793","B. Peters","B. Peters","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"794","E. Krommenhoek","E. Krommenhoek","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"795","T. Limi-Jones","T. Limi-Jones","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"796","A. Parchment","A. Parchment","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"797","R. Henry","R. Henry","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
