"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"192","D. Carlson","D. Carlson","K","LV","8","","injury-status","Final W 17-16 @ DEN","117","-","-","-","-","-","-","-","-","-","-","-"
"193","J. Downs","J. Downs","WR","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","123","-","-","-","68","98","771","2","-","-","-","-"
"194","Y. Koo","Y. Koo","K","ATL","5","","injury-status","Final W 24-10 vs CAR","132","-","-","-","-","-","-","-","-","-","-","-"
"195","T. Higbee","T. Higbee","TE","LAR","8","","injury-status","Final W 30-13 @ SEA","85","-","-","-","47","70","495","2","-","-","-","-"
"196","Seattle. Seahawks","Seattle. Seahawks","DEF","SEA","8","","injury-status","Final L 13-30 vs LAR","122","-","-","-","-","-","-","-","-","-","-","-"
"197","Pittsburgh. Steelers","Pittsburgh. Steelers","DEF","PIT","5","","injury-status","Final L 7-30 vs SF","161","-","-","-","-","-","-","-","-","-","-","-"
"198","New England. Patriots","New England. Patriots","DEF","NE","14","","injury-status","Final L 20-25 vs PHI","123","-","-","-","-","-","-","-","-","-","-","-"
"199","L. Musgrave","L. Musgrave","TE","GB","5","","injury-status","Final W 38-20 @ CHI","58","-","-","-","34","46","352","1","-","-","-","-"
"200","J. McKinnon","J. McKinnon","RB","KC","10","","injury-status","Final L 20-21 vs DET","72","21","60","1","25","32","192","4","1","1","4","1"
"201","New York. Jets","New York. Jets","DEF","NYJ","9","","injury-status","Final W 22-16 vs BUF","170","-","-","-","-","-","-","-","-","-","-","-"
"202","C. Okonkwo","C. Okonkwo","TE","TEN","10","","injury-status","Final L 15-16 @ NO","86","2","6","-","54","77","528","1","-","-","-","-"
"203","New Orleans. Saints","New Orleans. Saints","DEF","NO","11","","injury-status","Final W 16-15 vs TEN","151","-","-","-","-","-","-","-","-","-","-","-"
"204","Green Bay. Packers","Green Bay. Packers","DEF","GB","5","","injury-status","Final W 38-20 @ CHI","124","-","-","-","-","-","-","-","-","-","-","-"
"205","Cleveland. Browns","Cleveland. Browns","DEF","CLE","9","","injury-status","Final W 24-3 vs CIN","169","-","-","-","-","-","-","-","-","-","-","-"
"206","J. Sanders","J. Sanders","K","MIA","12","IR","injury-status ir","Final W 36-34 @ LAC","141","-","-","-","-","-","-","-","-","-","-","-"
"207","Cincinnati. Bengals","Cincinnati. Bengals","DEF","CIN","10","","injury-status","Final L 3-24 @ CLE","128","-","-","-","-","-","-","-","-","-","-","-"
"208","Z. Ertz","Z. Ertz","TE","","","","injury-status","BYE","38","-","-","-","27","43","187","1","-","-","-","-"
"209","T. Bigsby","T. Bigsby","RB","JAX","8","","injury-status","Final W 31-21 @ IND","20","50","132","2","1","4","6","-","-","-","-","-"
"210","I. Hodgins","I. Hodgins","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","49","-","-","-","21","33","230","3","-","-","-","-"
"211","G. Gano","G. Gano","K","NYG","14","","injury-status","Final L 0-40 vs DAL","44","-","-","-","-","-","-","-","-","-","-","-"
"212","Tennessee. Titans","Tennessee. Titans","DEF","TEN","10","","injury-status","Final L 15-16 @ NO","111","-","-","-","-","-","-","-","-","-","-","-"
"213","G. Everett","G. Everett","TE","LAC","12","","injury-status","Final L 34-36 vs MIA","83","3","10","-","51","70","411","3","-","-","-","-"
"214","Washington. Commanders","Washington. Commanders","DEF","WAS","12","","injury-status","Final W 20-16 vs ARI","67","-","-","-","-","-","-","-","-","-","-","-"
"215","Los Angeles. Chargers","Los Angeles. Chargers","DEF","LAC","12","","injury-status","Final L 34-36 vs MIA","125","-","-","-","-","-","-","-","-","-","-","-"
"216","Denver. Broncos","Denver. Broncos","DEF","DEN","12","","injury-status","Final L 16-17 vs LV","135","-","-","-","-","-","-","-","-","-","-","-"
"217","Baltimore. Ravens","Baltimore. Ravens","DEF","BAL","7","","injury-status","Final W 25-9 vs HOU","188","-","-","-","-","-","-","-","-","-","-","-"
"218","C. Akers","C. Akers","RB","MIN","6","","injury-status","Final L 17-20 vs TB","41","60","167","2","11","12","70","-","-","-","-","-"
"219","Tampa Bay. Buccaneers","Tampa Bay. Buccaneers","DEF","TB","9","","injury-status","Final W 20-17 @ MIN","151","-","-","-","-","-","-","-","-","-","-","-"
"220","Jacksonville. Jaguars","Jacksonville. Jaguars","DEF","JAX","8","","injury-status","Final W 31-21 @ IND","130","-","-","-","-","-","-","-","-","-","-","-"
"221","Detroit. Lions","Detroit. Lions","DEF","DET","8","","injury-status","Final W 21-20 @ KC","119","-","-","-","-","-","-","-","-","-","-","-"
"222","R. Patterson","R. Patterson","K","CLE","9","","injury-status","Final W 24-3 vs CIN","88","-","-","-","-","-","-","-","-","-","-","-"
"223","New York. Giants","New York. Giants","DEF","NYG","14","","injury-status","Final L 0-40 vs DAL","147","-","-","-","-","-","-","-","-","-","-","-"
"224","Carolina. Panthers","Carolina. Panthers","DEF","CAR","14","","injury-status","Final L 10-24 @ ATL","75","-","-","-","-","-","-","-","-","-","-","-"
"225","M. Mayer","M. Mayer","TE","LV","8","","injury-status","Final W 17-16 @ DEN","58","-","-","-","27","40","304","2","-","-","-","-"
"226","M. Jones","M. Jones","WR","","","","injury-status","BYE","3","-","-","-","5","10","35","-","-","-","-","-"
"227","C. Otton","C. Otton","TE","TB","9","Ques","injury-status questionable","Final W 20-17 @ MIN","92","-","-","-","47","67","455","4","-","-","-","-"
"228","M. Gay","M. Gay","K","IND","11","","injury-status","Final L 21-31 vs JAX","148","-","-","-","-","-","-","-","-","-","-","-"
"229","Los Angeles. Rams","Los Angeles. Rams","DEF","LAR","8","","injury-status","Final W 30-13 @ SEA","90","-","-","-","-","-","-","-","-","-","-","-"
"230","Kansas City. Chiefs","Kansas City. Chiefs","DEF","KC","10","","injury-status","Final L 20-21 vs DET","148","-","-","-","-","-","-","-","-","-","-","-"
"231","P. Campbell","P. Campbell","WR","NYG","14","Ques","injury-status questionable","Final L 0-40 vs DAL","20","-","-","-","20","27","104","-","-","-","-","-"
"232","J. Elliott","J. Elliott","K","PHI","9","","injury-status","Final W 25-20 @ NE","153","-","-","-","-","-","-","-","-","-","-","-"
"233","C. Boswell","C. Boswell","K","PIT","5","","injury-status","Final L 7-30 vs SF","130","-","-","-","-","-","-","-","-","-","-","-"
"234","J. Johnson","J. Johnson","TE","NO","11","","injury-status","Final W 16-15 vs TEN","79","-","-","-","37","59","368","4","-","-","-","-"
"235","J. Browning","J. Browning","QB","CIN","10","","injury-status","Final L 3-24 @ CLE","148","27","127","3","1","1","-7","-","171","243","1936","12"
"236","J. Ferguson","J. Ferguson","TE","DAL","10","","injury-status","Final W 40-0 @ NYG","142","-","-","-","71","102","761","5","-","-","-","-"
"237","J. Myers","J. Myers","K","SEA","8","","injury-status","Final L 13-30 vs LAR","151","-","-","-","-","-","-","-","-","-","-","-"
"238","R. Penny","R. Penny","RB","PHI","9","","injury-status","Final W 25-20 @ NE","4","11","33","-","1","1","5","-","-","-","-","-"
"239","G. Joseph","G. Joseph","K","MIN","6","","injury-status","Final L 17-20 vs TB","111","-","-","-","-","-","-","-","-","-","-","-"
"240","G. Zuerlein","G. Zuerlein","K","NYJ","9","Ques","injury-status questionable","Final W 22-16 vs BUF","139","-","-","-","-","-","-","-","-","-","-","-"
"241","G. Dulcich","G. Dulcich","TE","DEN","12","","injury-status","Final L 16-17 vs LV","4","-","-","-","3","4","25","-","-","-","-","-"
"242","C. Dicker","C. Dicker","K","LAC","12","","injury-status","Final L 34-36 vs MIA","149","-","-","-","-","-","-","-","-","-","-","-"
"243","W. Lutz","W. Lutz","K","DEN","12","","injury-status","Final L 16-17 vs LV","123","-","-","-","-","-","-","-","-","-","-","-"
"244","B. McManus","B. McManus","K","JAX","8","","injury-status","Final W 31-21 @ IND","139","-","-","-","-","-","-","-","-","-","-","-"
"245","H. Hurst","H. Hurst","TE","CAR","14","","injury-status","Final L 10-24 @ ATL","33","-","-","-","18","32","184","1","-","-","-","-"
"246","D. Knox","D. Knox","TE","BUF","7","","injury-status","Final L 16-22 @ NYJ","44","-","-","-","22","36","186","2","-","-","-","-"
"247","B. Aubrey","B. Aubrey","K","DAL","10","","injury-status","Final W 40-0 @ NYG","176","-","-","-","-","-","-","-","-","-","-","-"
"248","B. Grupe","B. Grupe","K","NO","11","","injury-status","Final W 16-15 vs TEN","143","-","-","-","-","-","-","-","-","-","-","-"
"249","I. Smith","I. Smith","TE","CIN","10","IR","injury-status ir","Final L 3-24 @ CLE","24","-","-","-","18","26","115","1","-","-","-","-"
"250","J. Moody","J. Moody","K","SF","14","","injury-status","Final W 30-7 @ PIT","126","-","-","-","-","-","-","-","-","-","-","-"
"251","Chicago. Bears","Chicago. Bears","DEF","CHI","5","","injury-status","Final L 20-38 vs GB","131","-","-","-","-","-","-","-","-","-","-","-"
"252","Atlanta. Falcons","Atlanta. Falcons","DEF","ATL","5","","injury-status","Final W 24-10 vs CAR","117","-","-","-","-","-","-","-","-","-","-","-"
"253","T. Hill","T. Hill","TE","NO","11","PUP","injury-status pup","Final W 16-15 vs TEN","126","81","401","4","33","40","291","2","6","11","83","1"
"254","Minnesota. Vikings","Minnesota. Vikings","DEF","MIN","6","","injury-status","Final L 17-20 vs TB","146","-","-","-","-","-","-","-","-","-","-","-"
"255","Indianapolis. Colts","Indianapolis. Colts","DEF","IND","11","","injury-status","Final L 21-31 vs JAX","155","-","-","-","-","-","-","-","-","-","-","-"
"256","M. Hardman","M. Hardman","WR","KC","10","","injury-status","Final L 20-21 vs DET","17","1","3","-","15","24","124","-","-","-","-","-"
"257","T. Conklin","T. Conklin","TE","NYJ","9","","injury-status","Final W 22-16 vs BUF","93","1","-","-","61","87","621","-","-","-","-","-"
"258","M. Prater","M. Prater","K","ARI","8","Ques","injury-status questionable","Final L 16-20 @ WAS","124","-","-","-","-","-","-","-","-","-","-","-"
"259","Las Vegas. Raiders","Las Vegas. Raiders","DEF","LV","8","","injury-status","Final W 17-16 @ DEN","159","-","-","-","-","-","-","-","-","-","-","-"
"260","K. Bourne","K. Bourne","WR","NE","14","Ques","injury-status questionable","Final L 20-25 vs PHI","81","1","4","-","37","55","406","4","-","-","-","-"
"261","V. Jefferson","V. Jefferson","WR","ATL","5","","injury-status","Final W 24-10 vs CAR","31","1","4","-","20","43","209","-","-","-","-","-"
"262","Houston. Texans","Houston. Texans","DEF","HOU","6","","injury-status","Final L 9-25 @ BAL","143","-","-","-","-","-","-","-","-","-","-","-"
"263","Arizona. Cardinals","Arizona. Cardinals","DEF","ARI","8","","injury-status","Final L 16-20 @ WAS","69","-","-","-","-","-","-","-","-","-","-","-"
"264","M. Wilson","M. Wilson","WR","ARI","8","","injury-status","Final L 16-20 @ WAS","96","-","-","-","38","58","565","3","-","-","-","-"
"265","J. Flacco","J. Flacco","QB","CLE","9","","injury-status","Final W 24-3 vs CIN","105","9","2","-","-","-","-","-","123","204","1616","13"
"266","C. McLaughlin","C. McLaughlin","K","TB","9","","injury-status","Final W 20-17 @ MIN","134","-","-","-","-","-","-","-","-","-","-","-"
"267","J. Slye","J. Slye","K","WAS","12","","injury-status","Final W 20-16 vs ARI","94","-","-","-","-","-","-","-","-","-","-","-"
"268","A. Robinson","A. Robinson","WR","PIT","5","","injury-status","Final L 7-30 vs SF","45","-","-","-","34","49","280","-","-","-","-","-"
"269","W. Robinson","W. Robinson","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","103","9","87","1","60","78","525","1","-","-","-","-"
"270","L. Murray","L. Murray","RB","BUF","7","","injury-status","Final L 16-22 @ NYJ","73","79","300","4","17","22","119","-","-","-","-","-"
"271","K. Hunt","K. Hunt","RB","CLE","9","","injury-status","Final W 24-3 vs CIN","111","135","411","9","15","21","84","-","-","-","-","-"
"272","N. Folk","N. Folk","K","TEN","10","","injury-status","Final L 15-16 @ NO","128","-","-","-","-","-","-","-","-","-","-","-"
"273","D. Hopkins","D. Hopkins","K","CLE","9","","injury-status","Final W 24-3 vs CIN","144","-","-","-","-","-","-","-","-","-","-","-"
"274","T. Spears","T. Spears","RB","TEN","10","IR","injury-status ir","Final L 15-16 @ NO","127","100","453","2","52","70","385","1","-","-","-","-"
"275","K. Shakir","K. Shakir","WR","BUF","7","Ques","injury-status questionable","Final L 16-22 @ NYJ","93","1","10","-","39","45","611","2","-","-","-","-"
"276","K. Miller","K. Miller","RB","NO","11","","injury-status","Final W 16-15 vs TEN","38","41","156","1","10","11","117","-","-","-","-","-"
"277","T. McBride","T. McBride","TE","ARI","8","","injury-status","Final L 16-20 @ WAS","140","-","-","-","81","106","825","3","-","-","-","-"
"278","Z. Moss","Z. Moss","RB","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","156","183","794","5","27","37","192","2","-","-","-","-"
"279","J. Metchie","J. Metchie","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","24","1","4","-","16","30","158","-","-","-","-","-"
"280","B. Maher","B. Maher","K","LAR","8","","injury-status","Final W 30-13 @ SEA","69","-","-","-","-","-","-","-","-","-","-","-"
"281","K. Fairbairn","K. Fairbairn","K","HOU","6","","injury-status","Final L 9-25 @ BAL","112","-","-","-","-","-","-","-","-","-","-","-"
"282","C. Santos","C. Santos","K","CHI","5","","injury-status","Final L 20-38 vs GB","153","-","-","-","-","-","-","-","-","-","-","-"
"283","C. Ryland","C. Ryland","K","NE","14","","injury-status","Final L 20-25 vs PHI","71","-","-","-","-","-","-","-","-","-","-","-"
"284","C. Edwards-Helaire","C. Edwards-Helaire","RB","KC","10","","injury-status","Final L 20-21 vs DET","62","70","223","1","17","22","188","1","-","-","-","-"
"285","C. Brown","C. Brown","RB","CIN","10","","injury-status","Final L 3-24 @ CLE","46","44","179","-","14","15","156","1","-","-","-","-"
"286","N. Fant","N. Fant","TE","SEA","8","","injury-status","Final L 13-30 vs LAR","57","-","-","-","32","43","414","-","-","-","-","-"
"287","E. Pineiro","E. Pineiro","K","CAR","14","","injury-status","Final L 10-24 @ ATL","102","-","-","-","-","-","-","-","-","-","-","-"
"288","L. Thomas","L. Thomas","TE","WAS","12","","injury-status","Final W 20-16 vs ARI","97","1","2","-","55","78","496","4","-","-","-","-"
"289","T. Palmer","T. Palmer","WR","TB","9","","injury-status","Final W 20-17 @ MIN","73","3","22","-","39","68","385","3","-","-","-","-"
"290","A. Carlson","A. Carlson","K","GB","5","","injury-status","Final W 38-20 @ CHI","114","-","-","-","-","-","-","-","-","-","-","-"
"291","P. Strong","P. Strong","RB","CLE","9","IR","injury-status ir","Final W 24-3 vs CIN","40","63","291","1","5","8","47","-","-","-","-","-"
"292","R. Johnson","R. Johnson","RB","CHI","5","Ques","injury-status questionable","Final L 20-38 vs GB","84","81","352","2","34","40","209","-","-","-","-","-"
"293","H. Renfrow","H. Renfrow","WR","LV","8","","injury-status","Final W 17-16 @ DEN","35","-","-","-","25","37","255","-","-","-","-","-"
"294","Z. White","Z. White","RB","LV","8","","injury-status","Final W 17-16 @ DEN","65","104","451","1","15","19","98","-","-","-","-","-"
"295","M. Hollins","M. Hollins","WR","ATL","5","","injury-status","Final W 24-10 vs CAR","34","-","-","-","18","30","251","-","-","-","-","-"
"296","M. Gesicki","M. Gesicki","TE","NE","14","Ques","injury-status questionable","Final L 20-25 vs PHI","51","-","-","-","29","45","244","2","-","-","-","-"
"297","D. Vaughn","D. Vaughn","RB","DAL","10","","injury-status","Final W 40-0 @ NYG","12","23","40","-","7","7","40","-","-","-","-","-"
"298","T. Marshall","T. Marshall","WR","CAR","14","","injury-status","Final L 10-24 @ ATL","22","-","-","-","19","33","139","-","-","-","-","-"
"299","J. Palmer","J. Palmer","WR","LAC","12","","injury-status","Final L 34-36 vs MIA","87","1","6","-","38","61","581","2","-","-","-","-"
"300","K. Ingram","K. Ingram","RB","KC","10","IR","injury-status ir","Final L 20-21 vs DET","12","35","74","-","4","4","26","-","-","-","-","-"
"301","D. Jackson","D. Jackson","RB","NYG","14","","injury-status","Final L 0-40 vs DAL","-0","14","16","-","5","6","14","-","-","-","-","-"
"302","C. Claypool","C. Claypool","WR","MIA","12","Ques","injury-status questionable","Final W 36-34 @ LAC","18","-","-","-","8","21","77","1","-","-","-","-"
"303","R. Cracraft","R. Cracraft","WR","MIA","12","","injury-status","Final W 36-34 @ LAC","23","-","-","-","9","12","121","1","-","-","-","-"
"304","S. Tucker","S. Tucker","RB","TB","9","","injury-status","Final W 20-17 @ MIN","4","15","23","-","2","2","9","-","-","-","-","-"
"305","T. Boyle","T. Boyle","QB","HOU","6","","injury-status","Final L 9-25 @ BAL","13","4","5","-","-","-","-","-","48","77","360","1"
"306","J. Agnew","J. Agnew","WR","JAX","8","Ques","injury-status questionable","Final W 31-21 @ IND","32","4","-2","-","14","21","225","1","-","-","-","-"
"307","J. Ross","J. Ross","WR","KC","10","","injury-status","Final L 20-21 vs DET","8","-","-","-","6","11","53","-","-","-","-","-"
"308","M. Gaskin","M. Gaskin","RB","MIN","6","","injury-status","Final L 17-20 vs TB","-","-","-","-","-","-","-","-","-","-","-","-"
