"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"1736","C. Bluiett","C. Bluiett","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1737","S. Hill","S. Hill","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1738","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1739","Z. Conque","Z. Conque","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1740","E. Baylis","E. Baylis","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1741","N. Thomas","N. Thomas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1742","M. Rector","M. Rector","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1743","D. Ford","D. Ford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1744","B. Barnes","B. Barnes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1745","K. Sloter","K. Sloter","QB","","","","injury-status","BYE","-","314.0","-","-","-","-","-","-","-","-","-","-","-"
"1746","A. Nash","A. Nash","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1747","B. Jarwin","B. Jarwin","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1748","B. Brown","B. Brown","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1749","T. McNamara","T. McNamara","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1750","F. Stevenson","F. Stevenson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1751","A. Phillips","A. Phillips","K","","","","injury-status","BYE","-","276.8","-","-","-","-","-","-","-","-","-","-","-"
"1752","T. Gentry","T. Gentry","WR","","","","injury-status","BYE","-","260.0","-","-","-","-","-","-","-","-","-","-","-"
"1753","M. Crabtree","M. Crabtree","WR","","","","injury-status","BYE","-","579.8","-","-","-","-","-","-","-","-","-","-","-"
"1754","J. Bouagnon","J. Bouagnon","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1755","K. Towbridge","K. Towbridge","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1756","D. Shorts","D. Shorts","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1757","J. Johnson","J. Johnson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1758","J. Croom","J. Croom","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1759","S. Wroblewski","S. Wroblewski","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1760","J. Summers","J. Summers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1761","T. Knight","T. Knight","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1762","K. Hogan","K. Hogan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1763","T. Dural","T. Dural","WR","","","","injury-status","BYE","-","266.5","-","-","-","-","-","-","-","-","-","-","-"
"1764","D. Redding","D. Redding","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1765","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1766","G. Marks","G. Marks","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1767","J. Robinson-Woodgett","J. Robinson-Woodgett","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1768","T. Stevens","T. Stevens","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1769","A. Moore","A. Moore","WR","","","","injury-status","BYE","-","479.3","-","-","-","-","-","-","-","-","-","-","-"
"1770","W. Houston","W. Houston","TE","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1771","G. Dieter","G. Dieter","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1772","W. Stanback","W. Stanback","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1773","B. Wilson","B. Wilson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1774","T. Sperbeck","T. Sperbeck","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1775","S. Liufau","S. Liufau","QB","","","","injury-status","BYE","-","638.0","-","-","-","-","-","-","-","-","-","-","-"
"1776","A. Auclair","A. Auclair","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1777","T. McCloskey","T. McCloskey","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1778","K. Cannon","K. Cannon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1779","V. Bolden","V. Bolden","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1780","K. Hatcher","K. Hatcher","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1781","C. Harris","C. Harris","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1782","B. Estime","B. Estime","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1783","J. Hollister","J. Hollister","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1784","C. Hollister","C. Hollister","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1785","A. Carr","A. Carr","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1786","R. Shelton","R. Shelton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1787","J. Price","J. Price","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1788","T. Newby","T. Newby","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1789","W. Lunt","W. Lunt","QB","","","","injury-status","BYE","-","650.0","-","-","-","-","-","-","-","-","-","-","-"
"1790","D. Stringfellow","D. Stringfellow","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1791","D. Morgan","D. Morgan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1792","M. Lewis","M. Lewis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1793","K. Phillips","K. Phillips","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1794","A. Peck","A. Peck","TE","","","","injury-status","BYE","-","611.6","-","-","-","-","-","-","-","-","-","-","-"
"1795","S. Williams","S. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1796","M. Madaris","M. Madaris","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1797","D. Laufasa","D. Laufasa","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1798","K. Hamilton","K. Hamilton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1799","C. Carter","C. Carter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1800","F. Ross","F. Ross","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1801","A. Duke","A. Duke","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1802","P. Ricard","P. Ricard","RB","BAL","7","Ques","injury-status questionable","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1803","T. Patrick","T. Patrick","WR","DEN","12","","injury-status","Final L 16-17 vs LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1804","R. Ortiz","R. Ortiz","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1805","T. Mizzell","T. Mizzell","RB","NYG","14","Ques","injury-status questionable","Final L 0-40 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1806","C. Board","C. Board","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1807","L. Jacobs","L. Jacobs","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1808","J. Natson","J. Natson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1809","J. Lane","J. Lane","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1810","C. Jeter","C. Jeter","TE","","","","injury-status","BYE","-","626.6","-","-","-","-","-","-","-","-","-","-","-"
"1811","B. Howard","B. Howard","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1812","T. Griffey","T. Griffey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1813","D. Daniels","D. Daniels","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1814","D. Crossan","D. Crossan","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1815","J. Quick","J. Quick","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1816","S. Orndoff","S. Orndoff","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1817","T. Renew","T. Renew","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1818","J. Magee","J. Magee","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1819","I. Zamora","I. Zamora","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1820","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1821","K. Muhammad","K. Muhammad","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1822","C. Carson","C. Carson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1823","E. McGuire","E. McGuire","RB","KC","10","","injury-status","Final L 20-21 vs DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1824","I. Ford","I. Ford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1825","S. Rogers","S. Rogers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1826","M. Schreck","M. Schreck","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1827","A. Armah","A. Armah","RB","WAS","12","","injury-status","Final W 20-16 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1828","J. Sprinkle","J. Sprinkle","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1829","J. McNichols","J. McNichols","RB","SF","14","","injury-status","Final W 30-7 @ PIT","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1830","S. Gibson","S. Gibson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1831","R. Adams","R. Adams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1832","D. Yancey","D. Yancey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1833","B. Hill","B. Hill","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1834","T. Logan","T. Logan","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1835","B. Hodges","B. Hodges","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1836","N. Peterman","N. Peterman","QB","CHI","5","","injury-status","Final L 20-38 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1837","C. Hansen","C. Hansen","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1838","J. Chesson","J. Chesson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1839","R. Switzer","R. Switzer","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1840","J. Malone","J. Malone","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1841","T. Cohen","T. Cohen","RB","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1842","J. Leggett","J. Leggett","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1843","M. Mack","M. Mack","RB","ARI","8","Ques","injury-status questionable","Final L 16-20 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1844","J. Butt","J. Butt","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1845","W. Gallman","W. Gallman","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1846","D. Westbrook","D. Westbrook","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1847","A. Darboh","A. Darboh","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1848","C. Williams","C. Williams","WR","","","Ques","injury-status questionable","BYE","-","469.0","-","-","-","-","-","-","-","-","-","-","-"
"1849","T. Taylor","T. Taylor","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1850","C. Henderson","C. Henderson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1851","A. Shaheen","A. Shaheen","TE","","","","injury-status","BYE","-","356.0","-","-","-","-","-","-","-","-","-","-","-"
"1852","D. Webb","D. Webb","QB","","","","injury-status","BYE","-","636.0","-","-","-","-","-","-","-","-","-","-","-"
"1853","C. Kelly","C. Kelly","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1854","C. Grayson","C. Grayson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1855","J. Williams","J. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1856","J. Ross","J. Ross","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1857","C. Davis","C. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1858","T. Wilson","T. Wilson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1859","D. Kizer","D. Kizer","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1860","C. Briggs","C. Briggs","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1861","J. Huesman","J. Huesman","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1862","B. Sims","B. Sims","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1863","T. Pope","T. Pope","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1864","N. Truesdell","N. Truesdell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1865","H. Binford","H. Binford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1866","K. Thompson","K. Thompson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1867","D. Watford","D. Watford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1868","E. Wallace","E. Wallace","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1869","M. Hall","M. Hall","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1870","G. Griffin","G. Griffin","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1871","R. Horn","R. Horn","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1872","K. Coleman","K. Coleman","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
