"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"731","K. Geiger","K. Geiger","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"732","I. Charles","I. Charles","WR","NYJ","9","PUP","injury-status pup","Final W 22-16 vs BUF","-","458.0","-","-","-","-","-","-","-","-","-","-","-"
"733","T. Jones","T. Jones","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"734","K. Abram","K. Abram","WR","","","","injury-status","BYE","-","293.0","-","-","-","-","-","-","-","-","-","-","-"
"735","T. Conner","T. Conner","TE","MIA","12","","injury-status","Final W 36-34 @ LAC","-","466.5","-","-","-","-","-","-","-","-","-","-","-"
"736","C. Fotheringham","C. Fotheringham","TE","LV","8","","injury-status","Final W 17-16 @ DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"737","E. Fernea","E. Fernea","WR","IND","11","","injury-status","Final L 21-31 vs JAX","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"738","M. Young","M. Young","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"739","K. Crawford","K. Crawford","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"740","S. Nacua","S. Nacua","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"741","T. Hairston","T. Hairston","RB","HOU","6","","injury-status","Final L 9-25 @ BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"742","N. Givan","N. Givan","TE","","","","injury-status","BYE","-","503.3","-","-","-","-","-","-","-","-","-","-","-"
"743","A. Turner","A. Turner","WR","","","","injury-status","BYE","-","429.5","-","-","-","-","-","-","-","-","-","-","-"
"744","J. Garibay","J. Garibay","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"745","A. Shampklin","A. Shampklin","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"746","D. Houston","D. Houston","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"747","Z. Mitchell-Paden","Z. Mitchell-Paden","TE","CLE","9","","injury-status","Final W 24-3 vs CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"748","F. Harper","F. Harper","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"749","K. Pryor","K. Pryor","WR","CIN","10","","injury-status","Final L 3-24 @ CLE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"750","J. Rigg","J. Rigg","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"751","A. Mevis","A. Mevis","K","","","","injury-status","BYE","-","402.0","-","-","-","-","-","-","-","-","-","-","-"
"752","M. Williams","M. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"753","J. Bist","J. Bist","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"754","D. Miller","D. Miller","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"755","R. Williams","R. Williams","TE","PIT","5","","injury-status","Final L 7-30 vs SF","-","305.0","-","-","-","-","-","-","-","-","-","-","-"
"756","K. Davis","K. Davis","WR","ARI","8","","injury-status","Final L 16-20 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"757","D. Parham","D. Parham","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"758","T. McAllister","T. McAllister","RB","","","","injury-status","BYE","-","382.7","-","-","-","-","-","-","-","-","-","-","-"
"759","R. Carter","R. Carter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"760","L. McCutcheon","L. McCutcheon","WR","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"761","J. Pettigrew","J. Pettigrew","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"762","R. Webb","R. Webb","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"763","S. Bridges","S. Bridges","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"764","D. Tuggle","D. Tuggle","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"765","T. Fleet-Davis","T. Fleet-Davis","RB","","","","injury-status","BYE","-","568.4","-","-","-","-","-","-","-","-","-","-","-"
"766","K. Oginni","K. Oginni","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"767","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"768","S. Scarver","S. Scarver","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"769","C. Holder","C. Holder","WR","","","","injury-status","BYE","-","331.0","-","-","-","-","-","-","-","-","-","-","-"
"770","J. Tonges","J. Tonges","TE","SF","14","","injury-status","Final W 30-7 @ PIT","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"771","K. Shaa","K. Shaa","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"772","H. Litwin","H. Litwin","WR","","","","injury-status","BYE","-","296.5","-","-","-","-","-","-","-","-","-","-","-"
"773","J. Herslow","J. Herslow","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"774","J. Mitchell","J. Mitchell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"775","V. Green","V. Green","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"776","A. Rogers","A. Rogers","TE","WAS","12","Ques","injury-status questionable","Final W 20-16 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"777","J. Bernhardt","J. Bernhardt","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"778","L. Watson","L. Watson","TE","CLE","9","","injury-status","Final W 24-3 vs CIN","-","691.3","-","-","-","-","-","-","-","-","-","-","-"
"779","T. James","T. James","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"780","L. Winningham","L. Winningham","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"781","G. Gunter","G. Gunter","TE","","","","injury-status","BYE","-","557.4","-","-","-","-","-","-","-","-","-","-","-"
"782","C. Pierce","C. Pierce","TE","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"783","S. Robinson","S. Robinson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"784","J. Payton","J. Payton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"785","J. Kirklin","J. Kirklin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"786","C. Hodge","C. Hodge","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"787","G. Walston","G. Walston","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"788","T. Mack","T. Mack","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"789","D. Davis","D. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"790","K. McGowan","K. McGowan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"791","M. Santos-Silva","M. Santos-Silva","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"792","T. Bradford","T. Bradford","WR","","","","injury-status","BYE","-","248.0","-","-","-","-","-","-","-","-","-","-","-"
"793","B. Peters","B. Peters","QB","","","","injury-status","BYE","-","245.0","-","-","-","-","-","-","-","-","-","-","-"
"794","E. Krommenhoek","E. Krommenhoek","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"795","T. Limi-Jones","T. Limi-Jones","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"796","A. Parchment","A. Parchment","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"797","R. Henry","R. Henry","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"798","D. Wright","D. Wright","WR","CAR","14","Ques","injury-status questionable","Final L 10-24 @ ATL","-","249.0","-","-","-","-","-","-","-","-","-","-","-"
"799","J. Lovett","J. Lovett","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"800","D. Cheek","D. Cheek","QB","","","","injury-status","BYE","-","498.0","-","-","-","-","-","-","-","-","-","-","-"
"801","J. Babicz","J. Babicz","TE","","","","injury-status","BYE","-","255.0","-","-","-","-","-","-","-","-","-","-","-"
"802","T. Ford","T. Ford","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"803","T. Clark","T. Clark","WR","","","","injury-status","BYE","-","253.0","-","-","-","-","-","-","-","-","-","-","-"
"804","D. Estrada","D. Estrada","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"805","S. Green","S. Green","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"806","N. Muse","N. Muse","TE","MIN","6","","injury-status","Final L 17-20 vs TB","-","256.0","-","-","-","-","-","-","-","-","-","-","-"
"807","J. FitzPatrick","J. FitzPatrick","TE","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"808","J. Guarantano","J. Guarantano","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"809","J. Hall","J. Hall","WR","","","","injury-status","BYE","-","581.0","-","-","-","-","-","-","-","-","-","-","-"
"810","D. Robertson","D. Robertson","WR","","","","injury-status","BYE","-","254.0","-","-","-","-","-","-","-","-","-","-","-"
"811","C. Sutton","C. Sutton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"812","T. Hennigan","T. Hennigan","WR","","","","injury-status","BYE","-","270.0","-","-","-","-","-","-","-","-","-","-","-"
"813","N. Pau'u","N. Pau'u","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"814","K. Lassiter","K. Lassiter","WR","CIN","10","","injury-status","Final L 3-24 @ CLE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"815","C. Brewer","C. Brewer","TE","","","","injury-status","BYE","-","523.9","-","-","-","-","-","-","-","-","-","-","-"
"816","C. Garbers","C. Garbers","QB","","","","injury-status","BYE","-","392.8","-","-","-","-","-","-","-","-","-","-","-"
"817","L. Lewis","L. Lewis","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"818","Z. Horvath","Z. Horvath","RB","","","","injury-status","BYE","-","444.0","-","-","-","-","-","-","-","-","-","-","-"
"819","K. Marks","K. Marks","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"820","B. Brown","B. Brown","RB","LV","8","","injury-status","Final W 17-16 @ DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"821","M. Harley","M. Harley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"822","J. Sorenson","J. Sorenson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"823","S. Berryhill","S. Berryhill","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"824","J. Smart","J. Smart","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"825","J. Virgil","J. Virgil","WR","DEN","12","Ques","injury-status questionable","Final L 16-17 vs LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"826","C. Oladokun","C. Oladokun","QB","KC","10","","injury-status","Final L 20-21 vs DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"827","D. Allen","D. Allen","WR","PHI","9","","injury-status","Final W 25-20 @ NE","-","490.0","-","-","-","-","-","-","-","-","-","-","-"
"828","J. Ezzard","J. Ezzard","WR","","","Ques","injury-status questionable","BYE","-","369.0","-","-","-","-","-","-","-","-","-","-","-"
"829","T. Snead","T. Snead","WR","","","","injury-status","BYE","-","327.0","-","-","-","-","-","-","-","-","-","-","-"
"830","T. Pledger","T. Pledger","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"831","A. Green","A. Green","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"832","G. Brkic","G. Brkic","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"833","T. Harris","T. Harris","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"834","C. Jackson","C. Jackson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"835","T. Martin","T. Martin","WR","SF","14","","injury-status","Final W 30-7 @ PIT","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"836","K. Pimpleton","K. Pimpleton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"837","G. Prince","G. Prince","TE","KC","10","","injury-status","Final L 20-21 vs DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"838","B. Koback","B. Koback","RB","SEA","8","","injury-status","Final L 13-30 vs LAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"839","D. Deese","D. Deese","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"840","D. Torrey","D. Torrey","RB","","","","injury-status","BYE","-","381.6","-","-","-","-","-","-","-","-","-","-","-"
"841","S. Jones","S. Jones","RB","","","","injury-status","BYE","-","457.7","-","-","-","-","-","-","-","-","-","-","-"
"842","A. Brown","A. Brown","QB","","","","injury-status","BYE","-","353.8","-","-","-","-","-","-","-","-","-","-","-"
"843","B. Baylor","B. Baylor","RB","","","","injury-status","BYE","-","462.5","-","-","-","-","-","-","-","-","-","-","-"
"844","R. Person","R. Person","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"845","E. Emezie","E. Emezie","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"846","J. Sterns","J. Sterns","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"847","J. Heiligh","J. Heiligh","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"848","M. Durant","M. Durant","RB","","","","injury-status","BYE","-","485.9","-","-","-","-","-","-","-","-","-","-","-"
"849","J. Roberson","J. Roberson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"850","I. Weston","I. Weston","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"851","G. Bell","G. Bell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"852","C. Kelley","C. Kelley","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"853","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"854","S. McCormick","S. McCormick","RB","LV","8","","injury-status","Final W 17-16 @ DEN","-","483.4","-","-","-","-","-","-","-","-","-","-","-"
"855","M. Borghi","M. Borghi","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"856","L. Brown","L. Brown","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"857","A. Allen","A. Allen","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"858","D. Dixon","D. Dixon","WR","","","","injury-status","BYE","-","366.5","-","-","-","-","-","-","-","-","-","-","-"
"859","D. Crum","D. Crum","QB","","","","injury-status","BYE","-","252.0","-","-","-","-","-","-","-","-","-","-","-"
"860","M. Polk","M. Polk","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"861","J. Hall","J. Hall","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"862","J. Coan","J. Coan","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"863","K. Austin","K. Austin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"864","D. King","D. King","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"865","C. Rambo","C. Rambo","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"866","T. Fryfogle","T. Fryfogle","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"867","J. Corbin","J. Corbin","RB","NYG","14","","injury-status","Final L 0-40 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"868","E. Perry","E. Perry","QB","JAX","8","","injury-status","Final W 31-21 @ IND","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"869","C. Hodges","C. Hodges","TE","WAS","12","Ques","injury-status questionable","Final W 20-16 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"870","S. Bolden","S. Bolden","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"871","A. Smith","A. Smith","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"872","C. Verdell","C. Verdell","RB","","","","injury-status","BYE","-","489.8","-","-","-","-","-","-","-","-","-","-","-"
"873","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"874","J. Johnson","J. Johnson","WR","HOU","6","Ques","injury-status questionable","Final L 9-25 @ BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"875","D. Price","D. Price","RB","","","","injury-status","BYE","-","317.8","-","-","-","-","-","-","-","-","-","-","-"
"876","C. Allen","C. Allen","TE","","","","injury-status","BYE","-","407.5","-","-","-","-","-","-","-","-","-","-","-"
"877","B. Powell","B. Powell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"878","B. Sanders","B. Sanders","WR","MIA","12","","injury-status","Final W 36-34 @ LAC","-","508.8","-","-","-","-","-","-","-","-","-","-","-"
"879","G. Calcaterra","G. Calcaterra","TE","PHI","9","","injury-status","Final W 25-20 @ NE","-","303.7","-","-","-","-","-","-","-","-","-","-","-"
"880","R. Roberson","R. Roberson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"881","Z. White","Z. White","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"882","J. Mitchell","J. Mitchell","TE","DET","8","","injury-status","Final W 21-20 @ KC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"883","T. Turner","T. Turner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"884","D. Drummond","D. Drummond","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"885","C. Strong","C. Strong","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"886","K. Brooks","K. Brooks","RB","","","","injury-status","BYE","-","557.5","-","-","-","-","-","-","-","-","-","-","-"
"887","M. Teague","M. Teague","RB","","","","injury-status","BYE","-","476.5","-","-","-","-","-","-","-","-","-","-","-"
"888","J. Ealy","J. Ealy","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"889","L. Smith","L. Smith","TE","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"890","J. Wydermyer","J. Wydermyer","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"891","D. Dedmon","D. Dedmon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"892","N. Kalinic","N. Kalinic","TE","LAR","8","","injury-status","Final W 30-13 @ SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"893","B. Lenius","B. Lenius","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"894","R. Willis","R. Willis","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"895","D. Williams","D. Williams","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"896","M. Vital","M. Vital","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"897","G. Adomitis","G. Adomitis","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"898","M. Jacobson","M. Jacobson","TE","NO","11","","injury-status","Final W 16-15 vs TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"899","C. Taylor","C. Taylor","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"900","D. Crawford","D. Crawford","TE","","","","injury-status","BYE","-","325.0","-","-","-","-","-","-","-","-","-","-","-"
"901","S. Cannella","S. Cannella","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"902","K. Jackson","K. Jackson","TE","MIA","12","","injury-status","Final W 36-34 @ LAC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"903","K. Costello","K. Costello","QB","","","","injury-status","BYE","-","596.0","-","-","-","-","-","-","-","-","-","-","-"
"904","M. Sargent","M. Sargent","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"905","O. Anderson","O. Anderson","RB","","","","injury-status","BYE","-","660.7","-","-","-","-","-","-","-","-","-","-","-"
"906","M. Bandy","M. Bandy","WR","DEN","12","","injury-status","Final L 16-17 vs LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"907","M. Seybert","M. Seybert","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"908","T. Toivonen","T. Toivonen","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"909","C. Saunders","C. Saunders","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"910","J. Hausmann","J. Hausmann","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"911","N. McCrary","N. McCrary","RB","","","Ques","injury-status questionable","BYE","-","474.3","-","-","-","-","-","-","-","-","-","-","-"
"912","K. Bahar","K. Bahar","QB","","","","injury-status","BYE","-","309.3","-","-","-","-","-","-","-","-","-","-","-"
"913","J. Verity","J. Verity","K","","","","injury-status","BYE","-","321.0","-","-","-","-","-","-","-","-","-","-","-"
"914","B. Johnson","B. Johnson","K","","","","injury-status","BYE","-","658.1","-","-","-","-","-","-","-","-","-","-","-"
"915","D. Sylencieux","D. Sylencieux","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"916","J. Johnson","J. Johnson","RB","","","Ques","injury-status questionable","BYE","-","565.4","-","-","-","-","-","-","-","-","-","-","-"
"917","C. Naggar","C. Naggar","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"918","S. Zylstra","S. Zylstra","TE","DET","8","","injury-status","Final W 21-20 @ KC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"919","J. Blount","J. Blount","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"920","N. Guggemos","N. Guggemos","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"921","B. Seikovits","B. Seikovits","TE","ARI","8","","injury-status","Final L 16-20 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"922","T. Harbison","T. Harbison","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"923","L. Rice","L. Rice","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"924","B. Mack","B. Mack","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"925","D. Dukes","D. Dukes","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"926","S. Beyer","S. Beyer","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"927","C. Clay","C. Clay","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"928","J. Imatorbhebhe","J. Imatorbhebhe","WR","","","","injury-status","BYE","-","413.9","-","-","-","-","-","-","-","-","-","-","-"
"929","T. Black","T. Black","WR","BAL","7","","injury-status","Final W 25-9 vs HOU","-","584.4","-","-","-","-","-","-","-","-","-","-","-"
"930","S. Buechele","S. Buechele","QB","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"931","D. Stoner","D. Stoner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"932","T. Ragas","T. Ragas","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"933","G. Groshek","G. Groshek","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"934","D. Turner","D. Turner","WR","LV","8","Ques","injury-status questionable","Final W 17-16 @ DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"935","R. Lees","R. Lees","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"936","P. Wells","P. Wells","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"937","C. Hill","C. Hill","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"938","J. Raine","J. Raine","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"939","T. Walker","T. Walker","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"940","T. Poljan","T. Poljan","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"941","J. Borregales","J. Borregales","K","","","","injury-status","BYE","-","328.0","-","-","-","-","-","-","-","-","-","-","-"
"942","T. Simmons","T. Simmons","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"943","C. Johnson","C. Johnson","WR","SEA","8","","injury-status","Final L 13-30 vs LAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"944","C. Wedington","C. Wedington","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"945","B. Emmons","B. Emmons","RB","","","","injury-status","BYE","-","269.0","-","-","-","-","-","-","-","-","-","-","-"
"946","T. Grimes","T. Grimes","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
