"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"656","T. Hairston","T. Hairston","RB","","","","injury-status","BYE","-","501.5","-","-","-","-","-","-","-","-","-","-","-"
"657","N. Givan","N. Givan","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"658","A. Turner","A. Turner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"659","J. Garibay","J. Garibay","K","","","","injury-status","BYE","-","509.0","-","-","-","-","-","-","-","-","-","-","-"
"660","A. Shampklin","A. Shampklin","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"661","D. Houston","D. Houston","WR","TB","9","","injury-status","Sun 1:00 PM@ ATL","-","676.1","-","-","-","-","-","-","-","-","-","-","-"
"662","M. Davis","M. Davis","RB","DAL","10","","injury-status","Thu 8:20 PM@ PHI","-","617.7","-","-","-","-","-","-","-","-","-","-","-"
"663","Z. Mitchell-Paden","Z. Mitchell-Paden","TE","BAL","7","","injury-status","Sun 8:20 PM@ BUF","-","417.7","-","-","-","-","-","-","-","-","-","-","-"
"664","F. Harper","F. Harper","QB","","","","injury-status","BYE","-","691.0","-","-","-","-","-","-","-","-","-","-","-"
"665","K. Pryor","K. Pryor","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"666","J. Rigg","J. Rigg","TE","","","","injury-status","BYE","-","685.0","-","-","-","-","-","-","-","-","-","-","-"
"667","A. Mevis","A. Mevis","K","","","","injury-status","BYE","-","401.5","-","-","-","-","-","-","-","-","-","-","-"
"668","M. Williams","M. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"669","J. Bist","J. Bist","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"670","D. Miller","D. Miller","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"671","R. Williams","R. Williams","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"672","B. Johnson","B. Johnson","WR","","","Ques","injury-status questionable","BYE","-","280.0","-","-","-","-","-","-","-","-","-","-","-"
"673","K. Davis","K. Davis","WR","CLE","9","","injury-status","Sun 1:00 PMvs CIN","-","595.0","-","-","-","-","-","-","-","-","-","-","-"
"674","D. Parham","D. Parham","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"675","T. McAllister","T. McAllister","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"676","R. Carter","R. Carter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"677","L. McCutcheon","L. McCutcheon","WR","","","","injury-status","BYE","-","673.3","-","-","-","-","-","-","-","-","-","-","-"
"678","J. Pettigrew","J. Pettigrew","TE","","","","injury-status","BYE","-","347.0","-","-","-","-","-","-","-","-","-","-","-"
"679","R. Webb","R. Webb","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"680","S. Bridges","S. Bridges","WR","","","","injury-status","BYE","-","699.0","-","-","-","-","-","-","-","-","-","-","-"
"681","D. Tuggle","D. Tuggle","RB","","","","injury-status","BYE","-","621.2","-","-","-","-","-","-","-","-","-","-","-"
"682","T. Fleet-Davis","T. Fleet-Davis","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"683","K. Oginni","K. Oginni","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"684","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"685","S. Scarver","S. Scarver","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"686","C. Holder","C. Holder","WR","","","","injury-status","BYE","-","599.0","-","-","-","-","-","-","-","-","-","-","-"
"687","J. Tonges","J. Tonges","TE","SF","14","","injury-status","Sun 4:05 PM@ SEA","-","679.5","-","-","-","-","-","-","-","-","-","-","-"
"688","K. Shaa","K. Shaa","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"689","H. Litwin","H. Litwin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"690","J. Herslow","J. Herslow","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"691","J. Mitchell","J. Mitchell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"692","V. Green","V. Green","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"693","A. Rogers","A. Rogers","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"694","J. Bernhardt","J. Bernhardt","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"695","L. Watson","L. Watson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"696","T. James","T. James","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"697","L. Winningham","L. Winningham","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"698","G. Gunter","G. Gunter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"699","C. Pierce","C. Pierce","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"700","S. Robinson","S. Robinson","WR","","","","injury-status","BYE","-","638.4","-","-","-","-","-","-","-","-","-","-","-"
"701","J. Payton","J. Payton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"702","J. Kirklin","J. Kirklin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"703","C. Hodge","C. Hodge","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"704","G. Walston","G. Walston","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"705","B. Gabbert","B. Gabbert","QB","","","","injury-status","BYE","-","690.0","-","-","-","-","-","-","-","-","-","-","-"
"706","T. Mack","T. Mack","WR","","","","injury-status","BYE","-","419.0","-","-","-","-","-","-","-","-","-","-","-"
"707","D. Davis","D. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"708","K. McGowan","K. McGowan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"709","M. Santos-Silva","M. Santos-Silva","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"710","T. Bradford","T. Bradford","WR","","","","injury-status","BYE","-","493.0","-","-","-","-","-","-","-","-","-","-","-"
"711","B. Peters","B. Peters","QB","","","","injury-status","BYE","-","575.5","-","-","-","-","-","-","-","-","-","-","-"
"712","J. McCourt","J. McCourt","K","","","","injury-status","BYE","-","412.4","-","-","-","-","-","-","-","-","-","-","-"
"713","E. Krommenhoek","E. Krommenhoek","TE","","","","injury-status","BYE","-","638.3","-","-","-","-","-","-","-","-","-","-","-"
"714","T. Limi-Jones","T. Limi-Jones","WR","","","","injury-status","BYE","-","685.0","-","-","-","-","-","-","-","-","-","-","-"
"715","A. Parchment","A. Parchment","WR","","","Ques","injury-status questionable","BYE","-","615.5","-","-","-","-","-","-","-","-","-","-","-"
"716","R. Henry","R. Henry","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"717","D. Wright","D. Wright","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"718","J. Lovett","J. Lovett","RB","","","","injury-status","BYE","-","680.5","-","-","-","-","-","-","-","-","-","-","-"
"719","D. Cheek","D. Cheek","QB","","","","injury-status","BYE","-","671.5","-","-","-","-","-","-","-","-","-","-","-"
"720","J. Babicz","J. Babicz","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"721","T. Ford","T. Ford","QB","","","","injury-status","BYE","-","667.5","-","-","-","-","-","-","-","-","-","-","-"
"722","T. Clark","T. Clark","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"723","D. Estrada","D. Estrada","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"724","S. Green","S. Green","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"725","C. Shudak","C. Shudak","K","","","","injury-status","BYE","-","686.0","-","-","-","-","-","-","-","-","-","-","-"
"726","D. Young","D. Young","WR","SEA","8","","injury-status","Sun 4:05 PMvs SF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"727","N. Muse","N. Muse","TE","","","","injury-status","BYE","-","684.0","-","-","-","-","-","-","-","-","-","-","-"
"728","J. FitzPatrick","J. FitzPatrick","TE","GB","5","","injury-status","Sun 4:25 PMvs DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"729","K. Kieft","K. Kieft","TE","TB","9","","injury-status","Sun 1:00 PM@ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"730","M. Washington","M. Washington","WR","","","","injury-status","BYE","-","681.0","-","-","-","-","-","-","-","-","-","-","-"
"731","J. Guarantano","J. Guarantano","QB","","","","injury-status","BYE","-","672.0","-","-","-","-","-","-","-","-","-","-","-"
"732","J. Hall","J. Hall","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"733","D. Robertson","D. Robertson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"734","C. Sutton","C. Sutton","WR","","","","injury-status","BYE","-","366.3","-","-","-","-","-","-","-","-","-","-","-"
"735","T. Hennigan","T. Hennigan","WR","","","","injury-status","BYE","-","638.5","-","-","-","-","-","-","-","-","-","-","-"
"736","N. Pau'u","N. Pau'u","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"737","K. Lassiter","K. Lassiter","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"738","C. Brewer","C. Brewer","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"739","C. Garbers","C. Garbers","QB","","","","injury-status","BYE","-","592.0","-","-","-","-","-","-","-","-","-","-","-"
"740","L. Lewis","L. Lewis","QB","","","","injury-status","BYE","-","499.0","-","-","-","-","-","-","-","-","-","-","-"
"741","Z. Horvath","Z. Horvath","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"742","K. Marks","K. Marks","RB","","","","injury-status","BYE","-","658.0","-","-","-","-","-","-","-","-","-","-","-"
"743","B. Brown","B. Brown","RB","CHI","5","","injury-status","Mon 8:15 PMvs MIN","-","696.5","-","-","-","-","-","-","-","-","-","-","-"
"744","M. Harley","M. Harley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"745","J. Sorenson","J. Sorenson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"746","S. Berryhill","S. Berryhill","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"747","J. Smart","J. Smart","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"748","J. Virgil","J. Virgil","WR","","","Ques","injury-status questionable","BYE","-","695.5","-","-","-","-","-","-","-","-","-","-","-"
"749","B. Covey","B. Covey","WR","PHI","9","","injury-status","Thu 8:20 PMvs DAL","-","674.5","-","-","-","-","-","-","-","-","-","-","-"
"750","C. Oladokun","C. Oladokun","QB","KC","10","","injury-status","Fri 8:00 PM@ LAC","-","565.9","-","-","-","-","-","-","-","-","-","-","-"
"751","D. Allen","D. Allen","WR","","","","injury-status","BYE","-","414.9","-","-","-","-","-","-","-","-","-","-","-"
"752","J. Ezzard","J. Ezzard","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"753","T. Snead","T. Snead","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"754","T. Pledger","T. Pledger","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"755","A. Green","A. Green","WR","","","","injury-status","BYE","-","623.4","-","-","-","-","-","-","-","-","-","-","-"
"756","G. Brkic","G. Brkic","K","","","","injury-status","BYE","-","322.0","-","-","-","-","-","-","-","-","-","-","-"
"757","T. Harris","T. Harris","WR","","","","injury-status","BYE","-","609.8","-","-","-","-","-","-","-","-","-","-","-"
"758","C. Jackson","C. Jackson","WR","","","","injury-status","BYE","-","599.5","-","-","-","-","-","-","-","-","-","-","-"
"759","T. Martin","T. Martin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"760","K. Pimpleton","K. Pimpleton","WR","","","","injury-status","BYE","-","664.8","-","-","-","-","-","-","-","-","-","-","-"
"761","G. Prince","G. Prince","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"762","B. Koback","B. Koback","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"763","D. Deese","D. Deese","TE","","","","injury-status","BYE","-","656.5","-","-","-","-","-","-","-","-","-","-","-"
"764","D. Torrey","D. Torrey","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"765","S. Jones","S. Jones","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"766","A. Brown","A. Brown","QB","","","","injury-status","BYE","-","470.0","-","-","-","-","-","-","-","-","-","-","-"
"767","B. Baylor","B. Baylor","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"768","R. Person","R. Person","RB","","","","injury-status","BYE","-","632.4","-","-","-","-","-","-","-","-","-","-","-"
"769","E. Emezie","E. Emezie","WR","","","","injury-status","BYE","-","678.5","-","-","-","-","-","-","-","-","-","-","-"
"770","J. Sterns","J. Sterns","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"771","S. Toure","S. Toure","WR","","","","injury-status","BYE","-","316.0","-","-","-","-","-","-","-","-","-","-","-"
"772","J. Heiligh","J. Heiligh","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"773","M. Durant","M. Durant","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"774","J. Roberson","J. Roberson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"775","I. Weston","I. Weston","WR","","","","injury-status","BYE","-","495.0","-","-","-","-","-","-","-","-","-","-","-"
"776","T. Quitoriano","T. Quitoriano","TE","ATL","5","","injury-status","Sun 1:00 PMvs TB","-","666.0","-","-","-","-","-","-","-","-","-","-","-"
"777","G. Bell","G. Bell","RB","","","","injury-status","BYE","-","294.0","-","-","-","-","-","-","-","-","-","-","-"
"778","C. Kelley","C. Kelley","QB","","","","injury-status","BYE","-","419.5","-","-","-","-","-","-","-","-","-","-","-"
"779","V. Jones","V. Jones","WR","NO","11","","injury-status","Sun 1:00 PMvs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"780","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"781","K. Ingram","K. Ingram","RB","KC","10","IR","injury-status ir","Fri 8:00 PM@ LAC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"782","J. Woods","J. Woods","TE","NYJ","9","","injury-status","Sun 1:00 PMvs PIT","-","683.5","-","-","-","-","-","-","-","-","-","-","-"
"783","M. Borghi","M. Borghi","RB","","","","injury-status","BYE","-","624.0","-","-","-","-","-","-","-","-","-","-","-"
"784","L. Brown","L. Brown","RB","","","","injury-status","BYE","-","313.0","-","-","-","-","-","-","-","-","-","-","-"
"785","A. Allen","A. Allen","TE","","","","injury-status","BYE","-","479.0","-","-","-","-","-","-","-","-","-","-","-"
"786","C. Turner","C. Turner","TE","","","","injury-status","BYE","-","656.7","-","-","-","-","-","-","-","-","-","-","-"
"787","D. Dixon","D. Dixon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"788","D. Crum","D. Crum","QB","","","","injury-status","BYE","-","503.2","-","-","-","-","-","-","-","-","-","-","-"
"789","T. Davis-Price","T. Davis-Price","RB","","","","injury-status","BYE","-","643.7","-","-","-","-","-","-","-","-","-","-","-"
"790","M. Polk","M. Polk","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"791","S. Thompson","S. Thompson","QB","PIT","5","","injury-status","Sun 1:00 PM@ NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"792","J. Hall","J. Hall","TE","","","","injury-status","BYE","-","627.3","-","-","-","-","-","-","-","-","-","-","-"
"793","J. Coan","J. Coan","QB","","","","injury-status","BYE","-","564.5","-","-","-","-","-","-","-","-","-","-","-"
"794","K. Austin","K. Austin","WR","NO","11","","injury-status","Sun 1:00 PMvs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"795","D. King","D. King","QB","","","","injury-status","BYE","-","255.0","-","-","-","-","-","-","-","-","-","-","-"
"796","C. Rambo","C. Rambo","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"797","P. Hendershot","P. Hendershot","TE","","","","injury-status","BYE","-","622.8","-","-","-","-","-","-","-","-","-","-","-"
"798","T. Fryfogle","T. Fryfogle","WR","","","","injury-status","BYE","-","656.3","-","-","-","-","-","-","-","-","-","-","-"
"799","E. Perry","E. Perry","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"800","C. Hodges","C. Hodges","TE","","","Ques","injury-status questionable","BYE","-","476.0","-","-","-","-","-","-","-","-","-","-","-"
"801","S. Bolden","S. Bolden","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"802","A. Smith","A. Smith","RB","","","","injury-status","BYE","-","516.0","-","-","-","-","-","-","-","-","-","-","-"
"803","T. Ebner","T. Ebner","RB","","","Ques","injury-status questionable","BYE","-","664.0","-","-","-","-","-","-","-","-","-","-","-"
"804","C. Verdell","C. Verdell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"805","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"806","J. Johnson","J. Johnson","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"807","D. Price","D. Price","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"808","C. Allen","C. Allen","TE","","","","injury-status","BYE","-","658.0","-","-","-","-","-","-","-","-","-","-","-"
"809","C. Heyward","C. Heyward","TE","PIT","5","","injury-status","Sun 1:00 PM@ NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"810","B. Powell","B. Powell","RB","","","","injury-status","BYE","-","682.5","-","-","-","-","-","-","-","-","-","-","-"
"811","S. Conner","S. Conner","RB","","","","injury-status","BYE","-","661.6","-","-","-","-","-","-","-","-","-","-","-"
"812","B. Sanders","B. Sanders","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"813","D. Gray","D. Gray","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"814","R. Roberson","R. Roberson","WR","","","","injury-status","BYE","-","617.5","-","-","-","-","-","-","-","-","-","-","-"
"815","K. Harris","K. Harris","RB","","","","injury-status","BYE","-","487.5","-","-","-","-","-","-","-","-","-","-","-"
"816","Z. White","Z. White","RB","","","","injury-status","BYE","-","647.5","-","-","-","-","-","-","-","-","-","-","-"
"817","K. Philips","K. Philips","WR","","","","injury-status","BYE","-","692.0","-","-","-","-","-","-","-","-","-","-","-"
"818","J. Mitchell","J. Mitchell","TE","CAR","14","","injury-status","Sun 1:00 PM@ JAX","-","400.5","-","-","-","-","-","-","-","-","-","-","-"
"819","T. Turner","T. Turner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"820","D. Drummond","D. Drummond","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"821","M. Corral","M. Corral","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"822","D. Ridder","D. Ridder","QB","","","","injury-status","BYE","-","667.0","-","-","-","-","-","-","-","-","-","-","-"
"823","C. Strong","C. Strong","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"824","B. Zappe","B. Zappe","QB","CLE","9","","injury-status","Sun 1:00 PMvs CIN","-","423.9","-","-","-","-","-","-","-","-","-","-","-"
"825","I. Spiller","I. Spiller","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"826","K. Brooks","K. Brooks","RB","","","","injury-status","BYE","-","442.5","-","-","-","-","-","-","-","-","-","-","-"
"827","M. Teague","M. Teague","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"828","J. Ross","J. Ross","WR","","","","injury-status","BYE","-","558.8","-","-","-","-","-","-","-","-","-","-","-"
"829","T. Burks","T. Burks","WR","TEN","10","IR","injury-status ir","Sun 4:05 PM@ DEN","-","687.0","-","-","-","-","-","-","-","-","-","-","-"
"830","B. Knight","B. Knight","RB","ARI","8","","injury-status","Sun 1:00 PM@ NO","-","568.8","-","-","-","-","-","-","-","-","-","-","-"
"831","J. Ealy","J. Ealy","RB","","","","injury-status","BYE","-","700.0","-","-","-","-","-","-","-","-","-","-","-"
"832","L. Smith","L. Smith","TE","ATL","5","","injury-status","Sun 1:00 PMvs TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"833","J. Wydermyer","J. Wydermyer","TE","","","","injury-status","BYE","-","694.3","-","-","-","-","-","-","-","-","-","-","-"
"834","E. Ezukanma","E. Ezukanma","WR","JAX","8","","injury-status","Sun 1:00 PMvs CAR","-","577.0","-","-","-","-","-","-","-","-","-","-","-"
"835","D. Dedmon","D. Dedmon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"836","N. Kalinic","N. Kalinic","TE","CHI","5","","injury-status","Mon 8:15 PMvs MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"837","B. Lenius","B. Lenius","TE","","","","injury-status","BYE","-","651.0","-","-","-","-","-","-","-","-","-","-","-"
"838","R. Willis","R. Willis","QB","","","","injury-status","BYE","-","473.6","-","-","-","-","-","-","-","-","-","-","-"
"839","D. Williams","D. Williams","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"840","M. Vital","M. Vital","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"841","G. Adomitis","G. Adomitis","TE","","","","injury-status","BYE","-","680.0","-","-","-","-","-","-","-","-","-","-","-"
"842","M. Jacobson","M. Jacobson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"843","C. Taylor","C. Taylor","RB","","","","injury-status","BYE","-","697.6","-","-","-","-","-","-","-","-","-","-","-"
"844","D. Crawford","D. Crawford","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"845","S. Cannella","S. Cannella","TE","CLE","9","","injury-status","Sun 1:00 PMvs CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"846","K. Jackson","K. Jackson","TE","MIA","12","","injury-status","Sun 1:00 PM@ IND","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"847","K. Costello","K. Costello","QB","","","","injury-status","BYE","-","670.8","-","-","-","-","-","-","-","-","-","-","-"
"848","M. Sargent","M. Sargent","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"849","O. Anderson","O. Anderson","RB","","","","injury-status","BYE","-","677.6","-","-","-","-","-","-","-","-","-","-","-"
"850","M. Bandy","M. Bandy","WR","DEN","12","","injury-status","Sun 4:05 PMvs TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"851","M. Seybert","M. Seybert","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"852","T. Toivonen","T. Toivonen","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"853","C. Saunders","C. Saunders","WR","","","","injury-status","BYE","-","545.0","-","-","-","-","-","-","-","-","-","-","-"
"854","J. Hausmann","J. Hausmann","TE","","","","injury-status","BYE","-","650.0","-","-","-","-","-","-","-","-","-","-","-"
"855","N. McCrary","N. McCrary","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"856","K. Bahar","K. Bahar","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"857","J. Verity","J. Verity","K","","","","injury-status","BYE","-","375.7","-","-","-","-","-","-","-","-","-","-","-"
"858","B. Johnson","B. Johnson","K","","","","injury-status","BYE","-","381.0","-","-","-","-","-","-","-","-","-","-","-"
"859","D. Sylencieux","D. Sylencieux","WR","","","Ques","injury-status questionable","BYE","-","644.0","-","-","-","-","-","-","-","-","-","-","-"
"860","J. Johnson","J. Johnson","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"861","C. Naggar","C. Naggar","K","","","","injury-status","BYE","-","629.9","-","-","-","-","-","-","-","-","-","-","-"
"862","S. Zylstra","S. Zylstra","TE","DET","8","","injury-status","Sun 4:25 PM@ GB","-","550.4","-","-","-","-","-","-","-","-","-","-","-"
"863","Q. Nordin","Q. Nordin","K","","","Ques","injury-status questionable","BYE","-","429.3","-","-","-","-","-","-","-","-","-","-","-"
"864","J. Blount","J. Blount","TE","","","","injury-status","BYE","-","520.0","-","-","-","-","-","-","-","-","-","-","-"
"865","N. Guggemos","N. Guggemos","TE","","","","injury-status","BYE","-","563.0","-","-","-","-","-","-","-","-","-","-","-"
"866","B. Seikovits","B. Seikovits","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"867","T. Harbison","T. Harbison","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"868","L. Rice","L. Rice","TE","","","","injury-status","BYE","-","415.0","-","-","-","-","-","-","-","-","-","-","-"
"869","A. Prentice","A. Prentice","RB","DEN","12","","injury-status","Sun 4:05 PMvs TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"870","B. Mack","B. Mack","WR","","","","injury-status","BYE","-","284.0","-","-","-","-","-","-","-","-","-","-","-"
"871","D. Dukes","D. Dukes","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"872","S. Beyer","S. Beyer","TE","","","","injury-status","BYE","-","390.0","-","-","-","-","-","-","-","-","-","-","-"
"873","T. Jones","T. Jones","WR","MIN","6","","injury-status","Mon 8:15 PM@ CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"874","C. Clay","C. Clay","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
