,name,position,team,bye_week,points,points_actual,year,difference,pos_med,pos_min,var,pred_mean,pred_variance,mean_error,var_error,mean_actual,lambda,adjusted_pts
135,A. Seibert,K,,,86.0,21.0,2022,-65.0,92.5,83.0,3.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,86.20072570652977
136,J. Elliott,K,PHI,7.0,86.0,117.0,2022,31.0,92.5,83.0,3.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,86.20072570652977
137,D. Hopkins,K,LAC,8.0,86.0,39.0,2022,-47.0,92.5,83.0,3.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,86.20072570652977
138,G. Zuerlein,K,NYJ,10.0,86.0,131.0,2022,45.0,92.5,83.0,3.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,86.20072570652977
139,M. Crosby,K,GB,14.0,85.0,114.0,2022,29.0,92.5,83.0,2.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,85.22530436447218
140,J. Sanders,K,MIA,11.0,83.0,126.0,2022,43.0,92.5,83.0,0.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,83.27446168035702
141,R. Santoso,"K, P",,,19.0,0.0,2022,-19.0,0.0,0.0,19.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,14.541592678595821
142,K. Vedvik,"K, P",,,0.0,0.0,2022,0.0,0.0,0.0,0.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,1.8948231115967764
143,M. Ammendola,"K, P - GB(14)",,,15.0,16.0,2022,1.0,15.0,15.0,0.0,15.0,,1.0,,16.0,,
144,M. Wile,"P, K",,,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
145,T. Long,"P, K",,,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
146,B. Wright,"P, K - LAR(7)",,,0.0,55.0,2022,55.0,0.0,0.0,0.0,0.0,0.0,27.5,1512.5,27.5,1.0,0.0
147,B. Wright,"P, K - LAR(7)",,,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,27.5,1512.5,27.5,1.0,0.0
148,M. Palardy,"P, K - NE(10)",,,0.0,-1.0,2022,-1.0,0.0,0.0,0.0,0.0,,-1.0,,-1.0,,
149,J. Winston,QB,NO,14.0,272.0,46.0,2022,-226.0,307.0,157.0,115.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,276.1749361732027
150,M. Mariota,QB,ATL,14.0,249.0,198.0,2022,-51.0,307.0,157.0,92.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,257.11773303822906
151,Z. Wilson,QB,NYJ,10.0,248.0,104.0,2022,-144.0,307.0,157.0,91.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,256.2891589888824
152,M. Ryan,QB,IND,14.0,247.0,153.0,2022,-94.0,307.0,157.0,90.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,255.46058493953566
153,M. Jones,QB,NE,10.0,246.0,176.0,2022,-70.0,307.0,157.0,89.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,254.63201089018898
154,M. Jones,QB,NE,10.0,246.0,0.0,2022,-246.0,307.0,157.0,89.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,254.63201089018898
155,J. Garoppolo,QB,SF,9.0,243.0,166.0,2022,-77.0,307.0,157.0,86.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,252.14628874214895
156,D. Mills,QB,HOU,6.0,240.0,189.0,2022,-51.0,307.0,157.0,83.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,249.6605665941089
157,D. Mills,QB,HOU,6.0,240.0,0.0,2022,-240.0,307.0,157.0,83.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,249.6605665941089
158,C. Wentz,QB,WAS,14.0,188.0,116.0,2022,-72.0,307.0,157.0,31.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,206.57471602808147
159,S. Ehlinger,QB,IND,14.0,160.0,37.0,2022,-123.0,307.0,157.0,3.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,183.3746426463744
160,K. Pickett,QB,PIT,9.0,157.0,155.0,2022,-2.0,307.0,157.0,0.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,180.88892049833436
161,B. Hall,RB,NYJ,10.0,215.0,105.0,2022,-110.0,187.0,79.0,136.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,199.73120018607221
162,M. Gordon,RB,KC,8.0,203.0,70.0,2022,-133.0,187.0,79.0,124.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,191.83517997740324
163,C. Edwards-Helaire,RB,KC,8.0,190.0,90.0,2022,-100.0,187.0,79.0,111.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,183.28115808467854
164,M. Boone,RB,DEN,9.0,153.0,24.0,2022,-129.0,187.0,79.0,74.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,158.9350957746159
165,K. Gainwell,RB,PHI,7.0,150.0,76.0,2022,-74.0,187.0,79.0,71.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,156.96109072244863
166,A. Mattison,RB,MIN,7.0,149.0,81.0,2022,-68.0,187.0,79.0,70.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,156.3030890383929
167,N. Miller-Hines,RB,BUF,7.0,147.0,64.0,2022,-83.0,187.0,79.0,68.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,154.98708567028137
168,M. Ingram,RB,NO,14.0,132.0,40.0,2022,-92.0,187.0,79.0,53.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,145.11706040944517
169,I. Spiller,RB,LAC,8.0,125.0,7.0,2022,-118.0,187.0,79.0,46.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,140.51104862105495
170,D. Hilliard,RB,TEN,6.0,123.0,67.0,2022,-56.0,187.0,79.0,44.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,139.19504525294343
171,C. Edmonds,RB,DEN,9.0,115.0,66.0,2022,-49.0,187.0,79.0,36.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,133.93103178049745
172,Z. White,RB,LV,6.0,114.0,7.0,2022,-107.0,187.0,79.0,35.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,133.27303009644172
173,Z. White,RB,LV,6.0,114.0,0.0,2022,-114.0,187.0,79.0,35.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,133.27303009644172
174,E. Benjamin,RB,NO,14.0,108.0,77.0,2022,-31.0,187.0,79.0,29.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,129.32501999210723
175,B. Scott,RB,PHI,7.0,106.0,44.0,2022,-62.0,187.0,79.0,27.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,128.00901662399573
176,J. McKissic,RB,WAS,14.0,105.0,42.0,2022,-63.0,187.0,79.0,26.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,127.35101493993999
177,E. Mitchell,RB,SF,9.0,103.0,42.0,2022,-61.0,187.0,79.0,24.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,126.03501157182849
178,S. Michel,RB,,,89.0,20.0,2022,-69.0,187.0,79.0,10.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,116.82298799504802
179,J. Mason,RB,SF,9.0,85.0,32.0,2022,-53.0,187.0,79.0,6.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,114.19098125882503
180,T. Davis-Price,RB,SF,9.0,83.0,10.0,2022,-73.0,187.0,79.0,4.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,112.87497789071354
181,D. Williams,RB,ARI,13.0,79.0,19.0,2022,-60.0,187.0,79.0,0.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,110.24297115449055
182,D. Williams,RB,ARI,13.0,79.0,0.0,2022,-79.0,187.0,79.0,0.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,110.24297115449055
183,D. Williams,RB,ARI,13.0,79.0,0.0,2022,-79.0,187.0,79.0,0.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,110.24297115449055
184,D. Williams,RB,ARI,13.0,79.0,0.0,2022,-79.0,187.0,79.0,0.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,110.24297115449055
185,D. Njoku,TE,CLE,9.0,137.0,112.0,2022,-25.0,129.0,70.0,67.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,133.99488617310448
186,T. Hill,TE,NO,14.0,104.0,139.0,2022,35.0,129.0,70.0,34.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,110.04450651873661
187,I. Smith,TE,MIN,7.0,89.0,42.0,2022,-47.0,129.0,70.0,19.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,99.15797031220576
188,I. Smith,TE,MIN,7.0,89.0,0.0,2022,-89.0,129.0,70.0,19.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,99.15797031220576
189,C. Brate,TE,TB,11.0,88.0,27.0,2022,-61.0,129.0,70.0,18.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,98.43220123177036
190,L. Thomas,TE,WAS,14.0,88.0,58.0,2022,-30.0,129.0,70.0,18.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,98.43220123177036
191,M. Gesicki,TE,MIA,11.0,86.0,82.0,2022,-4.0,129.0,70.0,16.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,96.9806630708996
192,I. Likely,TE,BAL,10.0,81.0,73.0,2022,-8.0,129.0,70.0,11.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,93.35181766872265
193,B. Jordan,TE,HOU,6.0,78.0,20.0,2022,-58.0,129.0,70.0,8.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,91.17451042741646
194,A. Hooper,TE,TEN,6.0,78.0,77.0,2022,-1.0,129.0,70.0,8.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,91.17451042741646
195,T. Conklin,TE,NYJ,10.0,76.0,101.0,2022,25.0,129.0,70.0,6.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,89.7229722665457
196,M. Alie-Cox,TE,IND,14.0,70.0,43.0,2022,-27.0,129.0,70.0,0.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,85.36835778393335
197,B. Cooks,WR,HOU,6.0,178.0,117.0,2022,-61.0,182.0,99.0,79.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,176.2727102397213
198,C. Samuel,WR,WAS,14.0,173.0,143.0,2022,-30.0,182.0,99.0,74.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,172.6378569218296
199,R. Doubs,WR,GB,14.0,151.0,79.0,2022,-72.0,182.0,99.0,52.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,156.64450232310608
200,C. Claypool,WR,CHI,14.0,145.0,81.0,2022,-64.0,182.0,99.0,46.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,152.28267834163603
201,N. Brown,WR,DAL,9.0,138.0,92.0,2022,-46.0,182.0,99.0,39.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,147.19388369658765
202,R. Moore,WR,ARI,13.0,137.0,67.0,2022,-70.0,182.0,99.0,38.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,146.4669130330093
203,R. Gage,WR,TB,11.0,134.0,97.0,2022,-37.0,182.0,99.0,35.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,144.28600104227428
204,D. Parker,WR,NE,10.0,132.0,87.0,2022,-45.0,182.0,99.0,33.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,142.83205971511757
205,J. Landry,WR,NO,14.0,128.0,47.0,2022,-81.0,182.0,99.0,29.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,139.9241770608042
206,K. Hamler,WR,DEN,9.0,128.0,22.0,2022,-106.0,182.0,99.0,29.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,139.9241770608042
207,S. Moore,WR,KC,8.0,125.0,29.0,2022,-96.0,182.0,99.0,26.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,137.74326507006919
208,K. Osborn,WR,MIN,7.0,124.0,125.0,2022,1.0,182.0,99.0,25.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,137.01629440649083
209,R. Cobb,WR,GB,14.0,124.0,64.0,2022,-60.0,182.0,99.0,25.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,137.01629440649083
210,N. Agholor,WR,NE,10.0,122.0,58.0,2022,-64.0,182.0,99.0,23.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,135.56235307933417
211,H. Renfrow,WR,LV,6.0,122.0,58.0,2022,-64.0,182.0,99.0,23.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,135.56235307933417
212,R. Chosen,WR,ARI,13.0,121.0,41.0,2022,-80.0,182.0,99.0,22.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,134.83538241575582
213,R. James,WR,NYG,9.0,119.0,101.0,2022,-18.0,182.0,99.0,20.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,133.38144108859913
214,N. Westbrook-Ikhine,WR,TEN,6.0,113.0,70.0,2022,-43.0,182.0,99.0,14.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,129.01961710712908
215,C. Davis,WR,NYJ,10.0,110.0,82.0,2022,-28.0,182.0,99.0,11.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.83870511639405
216,C. Davis,WR,NYJ,10.0,110.0,0.0,2022,-110.0,182.0,99.0,11.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.83870511639405
217,C. Davis,WR,NYJ,10.0,110.0,0.0,2022,-110.0,182.0,99.0,11.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.83870511639405
218,J. Tolbert,WR,DAL,9.0,109.0,2.0,2022,-107.0,182.0,99.0,10.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.11173445281571
219,C. Wilson,WR,MIA,11.0,109.0,20.0,2022,-89.0,182.0,99.0,10.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.11173445281571
220,C. Wilson,WR,MIA,11.0,109.0,0.0,2022,-109.0,182.0,99.0,10.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.11173445281571
221,C. Wilson,WR,MIA,11.0,109.0,0.0,2022,-109.0,182.0,99.0,10.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,126.11173445281571
222,K. Bourne,WR,NE,10.0,107.0,69.0,2022,-38.0,182.0,99.0,8.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,124.65779312565903
223,D. Bell,WR,CLE,9.0,105.0,33.0,2022,-72.0,182.0,99.0,6.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,123.20385179850234
224,D. Bell,WR,CLE,9.0,105.0,0.0,2022,-105.0,182.0,99.0,6.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,123.20385179850234
225,B. Pringle,WR,CHI,14.0,104.0,31.0,2022,-73.0,182.0,99.0,5.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,122.476881134924
226,Q. Watkins,WR,PHI,7.0,101.0,67.0,2022,-34.0,182.0,99.0,2.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,120.29596914418897
227,T. Marshall,WR,CAR,13.0,101.0,67.0,2022,-34.0,182.0,99.0,2.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,120.29596914418897
228,A. Green,WR,ARI,13.0,101.0,50.0,2022,-51.0,182.0,99.0,2.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,120.29596914418897
229,A. Green,WR,ARI,13.0,101.0,0.0,2022,-101.0,182.0,99.0,2.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,120.29596914418897
230,B. Berrios,WR,NYJ,10.0,100.0,48.0,2022,-52.0,182.0,99.0,1.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,119.56899848061063
231,J. Reynolds,WR,DET,6.0,100.0,85.0,2022,-15.0,182.0,99.0,1.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,119.56899848061063
232,D. Harty,WR,NO,14.0,99.0,-1.0,2022,-100.0,182.0,99.0,0.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,118.84202781703229
233,T. Hunter,"WR, DB - JAX(11)",,,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
234,San Francisco. 49ers,DEF,SF,14.0,115.0,150.0,2023,35.0,101.0,81.0,34.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,113.53387124050144
235,Dallas. Cowboys,DEF,DAL,10.0,112.0,192.0,2023,80.0,101.0,81.0,31.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,110.82709699240115
236,Buffalo. Bills,DEF,BUF,7.0,109.0,172.0,2023,63.0,101.0,81.0,28.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,108.12032274430086
237,Philadelphia. Eagles,DEF,PHI,9.0,106.0,116.0,2023,10.0,101.0,81.0,25.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,105.41354849620058
238,Miami. Dolphins,DEF,MIA,12.0,106.0,165.0,2023,59.0,101.0,81.0,25.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,105.41354849620058
239,Seattle. Seahawks,DEF,SEA,8.0,102.0,122.0,2023,20.0,101.0,81.0,21.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,101.8045161654002
240,Pittsburgh. Steelers,DEF,PIT,5.0,102.0,161.0,2023,59.0,101.0,81.0,21.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,101.8045161654002
241,New England. Patriots,DEF,NE,14.0,102.0,123.0,2023,21.0,101.0,81.0,21.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,101.8045161654002
242,New York. Jets,DEF,NYJ,9.0,101.0,170.0,2023,69.0,101.0,81.0,20.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,100.9022580827001
243,New Orleans. Saints,DEF,NO,11.0,100.0,151.0,2023,51.0,101.0,81.0,19.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,100.0
244,Green Bay. Packers,DEF,GB,5.0,100.0,124.0,2023,24.0,101.0,81.0,19.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,100.0
245,Cleveland. Browns,DEF,CLE,9.0,100.0,169.0,2023,69.0,101.0,81.0,19.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,100.0
246,J. Tucker,K,BAL,7.0,111.0,154.0,2023,43.0,92.5,83.0,28.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,110.58625925796926
247,T. Bass,K,BUF,7.0,109.0,127.0,2023,18.0,92.5,83.0,26.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,108.6354165738541
248,E. McPherson,K,CIN,10.0,107.0,135.0,2023,28.0,92.5,83.0,24.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,106.68457388973894
249,H. Butker,K,KC,10.0,105.0,152.0,2023,47.0,92.5,83.0,22.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,104.73373120562378
250,D. Carlson,K,LV,8.0,104.0,117.0,2023,13.0,92.5,83.0,21.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,103.7583098635662
251,Y. Koo,K,ATL,5.0,103.0,132.0,2023,29.0,92.5,83.0,20.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,102.78288852150862
252,J. Sanders,K,MIA,12.0,99.0,141.0,2023,42.0,92.5,83.0,16.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,98.8812031532783
253,J. Sanders,K,MIA,12.0,99.0,0.0,2023,-99.0,92.5,83.0,16.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,98.8812031532783
254,G. Gano,K,NYG,14.0,98.0,44.0,2023,-54.0,92.5,83.0,15.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,97.90578181122072
255,R. Patterson,K,CLE,9.0,95.0,88.0,2023,-7.0,92.5,83.0,12.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,94.97951778504799
256,M. Gay,K,IND,11.0,94.0,148.0,2023,54.0,92.5,83.0,11.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,94.0040964429904
257,J. Elliott,K,PHI,9.0,93.0,153.0,2023,60.0,92.5,83.0,10.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,93.02867510093283
258,M. Ammendola,"K, P",,,6.0,25.0,2023,19.0,0.0,0.0,6.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,5.8885398169648955
259,R. Santoso,"K, P",,,6.0,0.0,2023,-6.0,0.0,0.0,6.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,5.8885398169648955
260,K. Vedvik,"K, P",,,0.0,0.0,2023,0.0,0.0,0.0,0.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,1.8948231115967764
261,B. Wright,"P, K",,,0.0,22.0,2023,22.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
262,B. Wright,"P, K",,,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
263,M. Wile,"P, K",,,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
264,M. Palardy,"P, K",,,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
265,T. Long,"P, K",,,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
266,J. Hurts,QB,PHI,9.0,376.0,363.0,2023,-13.0,307.0,157.0,219.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,362.34663730525756
267,P. Mahomes,QB,KC,10.0,375.0,289.0,2023,-86.0,307.0,157.0,218.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,361.5180632559109
268,J. Allen,QB,BUF,7.0,374.0,404.0,2023,30.0,307.0,157.0,217.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,360.6894892065642
269,J. Allen,QB,BUF,7.0,374.0,0.0,2023,-374.0,307.0,157.0,217.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,360.6894892065642
270,J. Allen,QB,BUF,7.0,374.0,0.0,2023,-374.0,307.0,157.0,217.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,360.6894892065642
271,L. Jackson,QB,BAL,7.0,357.0,327.0,2023,-30.0,307.0,157.0,200.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,346.6037303676706
