,date,category,last_modified,week,season,season_type,sport,game_id,updated_at,player_id,team_x,company,opponent,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,cmp_pct,fum_lost,gp,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,pts_half_ppr,pts_ppr,pts_std,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_rb,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,bonus_rec_wr,bonus_rec_te,def_kr_td,fgm_40_49,fgm_50p,fgm_yds,fgmiss_40_49,fgmiss_50p,xpm,xpmiss,blk_kick,def_fum_td,fum_rec,int,pass_int_td,pts_allow_0,sack,safe,yds_allow_0_100,pr_td,idp_sack,idp_safe,idp_tkl,idp_tkl_ast,idp_tkl_solo,fantasy_positions,first_name,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,position,team_y,team_abbr,team_changed_at,years_exp,metadata.channel_id,metadata.rookie_year,metadata,metadata.injury_override_regular_2020_5,metadata.source_id,metadata.years_exp_shift,metadata.injury_override_off_2021_0,metadata.override_active,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,pos_med,pos_min,var,pred_variance,prev_mean_error,prev_var_error,prev_mean_actual,lambda,adjusted_pts
73,,proj,1724831468907,,2024,regular,nfl,season,2024-08-28 07:51:08.907,6790,CHI,rotowire,,78.6,999.0,71.6,53.4,53.9,53.4,64.1,69.2,62.1,999.0,64.1,,1.0,18.0,,,,,,,,166.0,184.5,147.5,191.0,80.4,6.0,804.0,37.0,37.0,7.4,11.1,7.4,3.7,3.7,7.4,27.1,1.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],D'Andre,,,,,Swift,1724385057865.0,RB,CHI,,,4.0,1113708765938479104,2020,,,,,,,,,,,,,,198.15,157.0,9.0,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,172.60250680928962
74,,proj,1724831470246,,2024,regular,nfl,season,2024-08-28 07:51:10.246,7611,NE,rotowire,,79.6,999.0,86.5,65.0,67.6,65.0,66.1,79.0,69.5,999.0,66.1,,1.0,18.0,,,,,,,,170.3,186.3,154.3,215.0,90.7,6.0,907.0,32.0,32.0,6.4,9.6,6.4,3.2,3.2,6.4,23.6,1.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Rhamondre,,,,,Stevenson,1724688043106.0,RB,NE,,,3.0,1113708791968329728,2021,,,,,,,,,,,,,,198.15,157.0,13.300000000000011,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,174.17502821382612
75,,proj,1724831470116,,2024,regular,nfl,season,2024-08-28 07:51:10.116,7528,PIT,rotowire,,90.1,999.0,102.7,79.2,81.3,79.2,69.3,86.8,73.6,999.0,69.3,,1.0,18.0,,,,,,,,172.5,184.5,160.5,234.0,97.0,7.0,970.0,24.0,24.0,4.8,7.2,4.8,2.4,2.4,4.8,17.5,1.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Najee,,,,,Harris,1724599533465.0,RB,PIT,,,3.0,1113708818006568961,2021,,,,,,,,,,,,,,198.15,157.0,15.5,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,174.97957404870527
76,,proj,1724831471197,,2024,regular,nfl,season,2024-08-28 07:51:11.197,8139,LV,rotowire,,93.9,999.0,95.1,81.2,83.0,81.2,73.8,101.0,82.2,999.0,73.8,,1.0,18.0,,,,,,,,157.0,170.5,143.5,202.0,83.8,6.0,838.0,27.0,27.0,5.4,8.1,5.4,2.7,2.7,5.4,19.7,1.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Zamir,,,,,White,1723997135897.0,RB,LV,,,2.0,1113708769298116608,2022,,,,,,,,,,,,,,198.15,157.0,0.0,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,169.31118293932948
77,,proj,1724831463160,,2024,regular,nfl,season,2024-08-28 07:51:03.160,1466,KC,rotowire,,27.9,999.0,50.7,45.4,43.4,45.4,25.6,31.9,20.8,999.0,25.6,,1.0,18.0,,,,,,,,165.1,205.1,125.1,1.0,0.4,,4.0,,80.0,16.0,24.0,16.0,8.0,8.0,16.0,84.7,7.0,847.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Travis,,,,,Kelce,1724361655957.0,TE,KC,,,11.0,1113708752030167040,2013,,,,,,,,,,,,,,145.75,129.0,36.099999999999994,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,138.2208974189941
78,,proj,1724831460268,,2024,regular,nfl,season,2024-08-28 07:51:00.268,10859,DET,rotowire,,26.6,999.0,25.8,15.5,15.1,15.5,30.0,23.6,24.8,999.0,30.0,,1.0,18.0,,,,,,,,164.4,204.9,123.9,,,,,,81.0,16.2,24.3,16.2,8.1,8.1,16.2,83.9,7.0,839.0,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Sam,Undisclosed,,,Questionable,LaPorta,1724690744182.0,TE,DET,,,1.0,1113708810918195200,2023,,,,,,,,,,,,,,145.75,129.0,35.400000000000006,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,138.06059972969197
79,,proj,1724831471182,,2024,regular,nfl,season,2024-08-28 07:51:11.182,8130,ARI,rotowire,,39.4,999.0,39.6,39.6,37.9,39.6,48.2,38.1,46.0,999.0,48.2,,1.0,18.0,,,,,,,,150.0,190.0,110.0,,,,,,80.0,16.0,24.0,16.0,8.0,8.0,16.0,82.0,5.0,820.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Trey,,,,,McBride,1724343643117.0,TE,ARI,,,2.0,1113708846951460864,2022,,,,,,,,,,,,,,145.75,129.0,21.0,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,134.76304726404794
80,,proj,1724831466218,,2024,regular,nfl,season,2024-08-28 07:51:06.218,5012,BAL,rotowire,,47.5,999.0,58.8,51.4,47.2,51.4,48.3,52.2,45.8,999.0,48.3,,1.0,18.0,,,,,,,,158.2,191.7,124.7,,,,,,67.0,13.4,20.1,13.4,6.7,6.7,13.4,84.7,7.0,847.0,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Mark,Undisclosed,,,Questionable,Andrews,1724694044285.0,TE,BAL,,,6.0,1113708865469313024,2018,,,,,,,,,,,,,,145.75,129.0,29.19999999999999,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,136.640820195873
81,,proj,1724831460206,,2024,regular,nfl,season,2024-08-28 07:51:00.206,10236,BUF,rotowire,,49.8,999.0,43.6,44.3,44.7,44.3,51.3,44.6,51.6,999.0,51.3,,1.0,18.0,,,,,,,,144.9,182.9,106.9,,,,,,76.0,15.2,22.8,15.2,7.6,7.6,15.2,78.9,5.0,789.0,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Dalton,,,,,Kincaid,1724862363432.0,TE,BUF,,,1.0,1113708758392926208,2023,,,,,,,,,,,,,,145.75,129.0,15.900000000000006,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,133.59516409913232
82,,proj,1724831465161,,2024,regular,nfl,season,2024-08-28 07:51:05.161,4217,SF,rotowire,,69.3,999.0,82.4,78.5,74.6,78.5,58.9,73.4,53.2,999.0,58.9,,1.0,18.0,,,,,,,,155.8,188.3,123.3,1.0,0.5,,5.0,,65.0,13.0,19.5,13.0,6.5,6.5,13.0,88.8,6.0,888.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],George,,,,,Kittle,1724513121159.0,TE,SF,,,7.0,1113708874457706496,2017,,,,,,,,,,,,,,145.75,129.0,26.80000000000001,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,136.09122811826566
83,,proj,1724831470157,,2024,regular,nfl,season,2024-08-28 07:51:10.157,7553,ATL,rotowire,,61.1,999.0,49.5,47.5,49.7,47.5,61.3,54.7,55.3,999.0,61.3,,1.0,18.0,,,,,,,,146.6,180.6,112.6,,,,,,68.0,13.6,20.4,13.6,6.8,6.8,13.6,84.6,5.0,846.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Kyle,,,,,Pitts,1724344843292.0,TE,ATL,,,3.0,1113708858418688001,2021,,,,,,,,,,,,,,145.75,129.0,17.599999999999994,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,133.98445848743754
84,,proj,1724831464939,,2024,regular,nfl,season,2024-08-28 07:51:04.939,4066,JAX,rotowire,,68.2,999.0,94.6,95.3,92.1,95.3,71.6,84.4,67.6,999.0,71.6,,1.0,18.0,,,,,,,,129.0,165.5,92.5,,,,,,73.0,14.6,21.9,14.6,7.3,7.3,14.6,70.5,4.0,705.0,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Evan,,,,,Engram,1724511020580.0,TE,JAX,,,7.0,1113708894128992256,2017,,,,,,,,,,,,,,145.75,129.0,0.0,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,129.9541165849837
85,,proj,1724831461569,,2024,regular,nfl,season,2024-08-28 07:51:01.569,11604,LV,rotowire,,83.1,999.0,47.0,43.3,45.2,43.3,83.2,59.9,79.8,999.0,83.2,,1.0,18.0,,,,,,,,131.3,163.3,99.3,,,,,,64.0,12.8,19.2,12.8,6.4,6.4,12.8,71.3,5.0,713.0,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Brock,Foot,,,Questionable,Bowers,1724605533871.0,TE,LV,,,0.0,1113708771814699008,2024,,,,,,,,,,,,,,145.75,129.0,2.3000000000000114,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,130.48080899269073
86,,proj,1724831471152,,2024,regular,nfl,season,2024-08-28 07:51:11.152,8110,DAL,rotowire,,85.0,999.0,88.0,87.1,85.1,87.1,85.5,94.3,86.6,999.0,85.5,,1.0,18.0,,,,,,,,133.1,167.1,99.1,,,,,,68.0,13.6,20.4,13.6,6.8,6.8,13.6,71.1,5.0,711.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Jake,,,,,Ferguson,1724862363406.0,TE,DAL,,,2.0,1113708857487552512,2022,,,,,,,,,,,,,,145.75,129.0,4.099999999999994,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,130.89300305089623
87,,proj,1724831464894,,2024,regular,nfl,season,2024-08-28 07:51:04.894,4033,CLE,rotowire,,87.4,999.0,91.5,90.7,89.1,90.7,87.6,97.3,84.0,999.0,87.6,,1.0,18.0,,,,,,,,132.1,165.1,99.1,,,,,,66.0,13.2,19.8,13.2,6.6,6.6,13.2,71.1,5.0,711.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],David,Undisclosed,,,Questionable,Njoku,1724712044661.0,TE,CLE,,,7.0,1113708840559341568,2017,,,,,,,,,,,,,,145.75,129.0,3.0999999999999943,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,130.6640063518932
88,,proj,1724831466238,,2024,regular,nfl,season,2024-08-28 07:51:06.238,5022,PHI,rotowire,,110.7,999.0,124.4,119.4,117.8,119.4,107.4,132.1,102.2,999.0,107.4,,1.0,18.0,,,,,,,,129.2,163.2,95.2,,,,,,68.0,13.6,20.4,13.6,6.8,6.8,13.6,73.2,4.0,732.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,['TE'],Dallas,Oblique,,,Questionable,Goedert,1724262032324.0,TE,PHI,,,6.0,1113708719138435072,2018,,,,,,,,,,,,,,145.75,129.0,0.19999999999998863,4598.100377258566,-13.454166666666666,1365.6878079710148,130.23749999999998,0.22899669900305847,129.99991592478432
89,,proj,1724831464378,,2024,regular,nfl,season,2024-08-28 07:51:04.378,3321,MIA,rotowire,,6.1,999.0,22.0,10.2,9.0,10.2,2.1,12.3,2.7,999.0,2.1,,1.0,18.0,,,,,,,,267.4,323.4,211.4,5.0,3.6,,36.0,,112.0,22.4,33.6,22.4,11.2,11.2,22.4,155.8,9.0,1558.0,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Tyreek,Hand,,,Questionable,Hill,1724260531905.0,WR,MIA,,,8.0,1113708734774800384,2016,,,,,,,,,,,,,,189.25,156.0,111.39999999999998,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,207.74665004772277
90,,proj,1724831468901,,2024,regular,nfl,season,2024-08-28 07:51:08.901,6786,DAL,rotowire,,5.1,999.0,7.3,2.4,2.6,2.4,3.9,5.9,3.1,999.0,3.9,,1.0,18.0,,,,,,,,262.4,319.9,204.9,12.0,7.4,1.0,74.0,,115.0,23.0,34.5,23.0,11.5,11.5,23.0,145.5,8.0,1455.0,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],CeeDee,Personal,,,NA,Lamb,1724851559657.0,WR,DAL,,,4.0,1113708855537201152,2020,,,,,,,,,,,,,,189.25,156.0,106.39999999999998,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,206.01178828190731
91,,proj,1724831468913,,2024,regular,nfl,season,2024-08-28 07:51:08.913,6794,MIN,rotowire,,9.7,999.0,5.8,1.7,1.6,1.7,4.3,3.4,4.9,999.0,4.3,,1.0,18.0,,,,,,,,236.4,288.9,183.9,2.0,1.2,,12.0,,105.0,21.0,31.5,21.0,10.5,10.5,21.0,142.7,7.0,1427.0,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Justin,,,,,Jefferson,1723915520511.0,WR,MIN,,,4.0,1113708708145164288,2020,,,,,,,,,,,,,,189.25,156.0,80.4,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,196.9905070996669
92,,proj,1724831470175,,2024,regular,nfl,season,2024-08-28 07:51:10.175,7564,CIN,rotowire,,10.5,999.0,8.0,3.9,3.6,3.9,5.6,7.8,5.6,999.0,5.6,,1.0,18.0,,,,,,,,236.8,289.3,184.3,3.0,1.6,,16.0,,105.0,21.0,31.5,21.0,10.5,10.5,21.0,136.7,8.0,1367.0,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Ja'Marr,,,,,Chase,1724796955173.0,WR,CIN,,,3.0,1113708809265639424,2021,,,,,,,,,,,,,,189.25,156.0,80.80000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,197.12929604093216
93,,proj,1724831470147,,2024,regular,nfl,season,2024-08-28 07:51:10.147,7547,DET,rotowire,,11.1,999.0,10.2,5.9,5.2,5.9,6.2,9.5,6.8,999.0,6.2,,1.0,18.0,,,,,,,,227.6,283.1,172.1,6.0,3.6,,36.0,,111.0,22.2,33.3,22.2,11.1,11.1,22.2,128.5,7.0,1285.0,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Amon-Ra,,,,,St. Brown,1724547925284.0,WR,DET,,,3.0,1113708810284855296,2021,,,,,,,,,,,,,,189.25,156.0,71.6,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,193.9371503918317
94,,proj,1724831467490,,2024,regular,nfl,season,2024-08-28 07:51:07.490,5859,PHI,rotowire,,15.2,999.0,23.8,13.9,13.5,13.9,9.1,15.4,9.1,999.0,9.1,,1.0,18.0,,,,,,,,223.0,267.0,179.0,1.0,0.6000000000000001,,6.0,,88.0,17.6,26.4,17.6,8.8,8.8,17.6,132.4,8.0,1324.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],A.J.,,,,,Brown,1724343042647.0,WR,PHI,,,5.0,1113708717729148928,2019,,,,,,,,,,,,,,189.25,156.0,67.0,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,192.34107756728147
95,,proj,1724831471208,,2024,regular,nfl,season,2024-08-28 07:51:11.208,8146,NYJ,rotowire,,20.5,999.0,21.0,12.0,12.3,12.0,13.3,19.5,11.7,999.0,13.3,,1.0,18.0,,,,,,,,224.2,273.7,174.7,5.0,3.1,,31.0,,99.0,19.8,29.7,19.8,9.9,9.9,19.8,125.6,8.0,1256.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Garrett,,,,,Wilson,1724859663441.0,WR,NYJ,,,2.0,1113708743457009664,2022,,,,,,,,,,,,,,189.25,156.0,68.19999999999999,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,192.75744439107717
96,,proj,1724831461610,,2024,regular,nfl,season,2024-08-28 07:51:01.610,11628,ARI,rotowire,,23.1,999.0,14.7,7.4,7.9,7.4,14.0,14.2,15.4,999.0,14.0,,1.0,18.0,,,,,,,,195.3,235.8,154.8,1.0,0.7000000000000001,,7.0,,81.0,16.2,24.3,16.2,8.1,8.1,16.2,114.1,7.0,1141.0,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Marvin,,,,,Harrison,1724636137545.0,WR,ARI,,,0.0,1113708849954582528,2024,,,,,,,,,,,,,,189.25,156.0,39.30000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,182.7299433846638
97,,proj,1724831472594,,2024,regular,nfl,season,2024-08-28 07:51:12.594,9493,LAR,rotowire,,17.7,999.0,20.2,11.3,11.2,11.3,15.9,17.2,17.3,999.0,15.9,,1.0,18.0,,,,,,,,213.2,259.2,167.2,8.0,4.1,,41.0,,92.0,18.4,27.6,18.4,9.2,9.2,18.4,123.1,7.0,1231.0,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Puka,Knee,,,Questionable,Nacua,1724692543401.0,WR,LAR,,,1.0,1113708701430083584,2023,,,,,,,,,,,,,,189.25,156.0,57.19999999999999,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,188.94074850628317
98,,proj,1724831471155,,2024,regular,nfl,season,2024-08-28 07:51:11.155,8112,ATL,rotowire,,31.6,999.0,33.1,23.3,24.0,23.3,19.4,29.2,19.7,999.0,19.4,,1.0,18.0,,,,,,,,199.4,243.4,155.4,2.0,1.1,,11.0,,88.0,17.6,26.4,17.6,8.8,8.8,17.6,114.3,7.0,1143.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Drake,,,,,London,1724859362980.0,WR,ATL,,,2.0,1113708859333046272,2022,,,,,,,,,,,,,,189.25,156.0,43.400000000000006,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,184.15253003263248
99,,proj,1724831463611,,2024,regular,nfl,season,2024-08-28 07:51:03.611,2133,LV,rotowire,,33.5,999.0,73.3,61.2,58.2,61.2,20.7,51.4,17.6,999.0,20.7,,1.0,18.0,,,,,,,,188.7,234.2,143.2,1.0,0.5,,5.0,,91.0,18.2,27.3,18.2,9.1,9.1,18.2,108.7,6.0,1087.0,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Davante,Undisclosed,,,Questionable,Adams,1724860563197.0,WR,LV,,,10.0,1113708773697941505,2014,,,,,,,,,,,,,,189.25,156.0,32.69999999999999,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,180.43992585378737
100,,proj,1724831471204,,2024,regular,nfl,season,2024-08-28 07:51:11.204,8144,NO,rotowire,,31.8,999.0,30.4,20.5,19.0,20.5,22.6,25.8,23.4,999.0,22.6,,1.0,18.0,,,,,,,,197.7,241.7,153.7,1.0,0.5,,5.0,,88.0,17.6,26.4,17.6,8.8,8.8,17.6,119.2,6.0,1192.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Chris,,,,,Olave,1724083848230.0,WR,NO,,,2.0,1113708682526355457,2022,,,,,,,,,,,,,,189.25,156.0,41.69999999999999,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,183.56267703225524
101,,proj,1724831468931,,2024,regular,nfl,season,2024-08-28 07:51:08.931,6803,SF,rotowire,,35.6,999.0,37.0,26.0,25.0,26.0,26.4,31.8,26.6,999.0,26.4,,1.0,18.0,,,,,,,,189.8,227.8,151.8,1.0,0.5,,5.0,,76.0,15.2,22.8,15.2,7.6,7.6,15.2,111.3,7.0,1113.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Brandon,,,,,Aiyuk,1724866202146.0,WR,SF,,,4.0,1113708879377625088,2020,,,,,,,,,,,,,,189.25,156.0,33.80000000000001,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,180.8215954422668
102,,proj,1724831467515,,2024,regular,nfl,season,2024-08-28 07:51:07.515,5872,SF,rotowire,,55.3,999.0,67.8,55.3,55.9,55.3,27.4,57.9,33.3,999.0,27.4,,1.0,18.0,,,,,,,,200.1,232.6,167.6,41.0,24.3,3.0,243.0,,65.0,13.0,19.5,13.0,6.5,6.5,13.0,91.3,6.0,913.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Deebo,,,,,Samuel,1724513121181.0,WR,SF,,,5.0,1113708876399669248,2019,,,,,,,,,,,,,,189.25,156.0,44.099999999999994,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,184.39541067984663
103,,proj,1724831463658,,2024,regular,nfl,season,2024-08-28 07:51:03.658,2216,TB,rotowire,,42.1,999.0,76.0,63.3,63.1,63.3,29.9,61.5,29.4,999.0,29.9,,1.0,18.0,,,,,,,,195.4,232.4,158.4,1.0,0.5,,5.0,,74.0,14.8,22.2,14.8,7.4,7.4,14.8,111.9,8.0,1119.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Mike,,,,,Evans,1724451910384.0,WR,TB,,,10.0,1113708732782505984,2014,,,,,,,,,,,,,,189.25,156.0,39.400000000000006,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,182.76464061998013
104,,proj,1724831470182,,2024,regular,nfl,season,2024-08-28 07:51:10.182,7569,HOU,rotowire,,53.5,999.0,46.4,36.8,36.8,36.8,33.5,46.7,31.1,999.0,33.5,,1.0,18.0,,,,,,,,195.1,234.1,156.1,2.0,1.0,,10.0,,78.0,15.6,23.4,15.6,7.8,7.8,15.6,115.1,7.0,1151.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Nico,,,,,Collins,1724860563239.0,WR,HOU,,,3.0,1113708788407365632,2021,,,,,,,,,,,,,,189.25,156.0,39.099999999999994,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,182.66054891403118
105,,proj,1724831463890,,2024,regular,nfl,season,2024-08-28 07:51:03.890,2449,HOU,rotowire,,52.3,999.0,77.1,62.7,55.3,62.7,34.7,55.8,32.2,999.0,34.7,,1.0,18.0,,,,,,,,184.1,226.1,142.1,1.0,0.5,,5.0,,84.0,16.8,25.2,16.8,8.4,8.4,16.8,101.6,7.0,1016.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Stefon,,,,,Diggs,1723968929270.0,WR,HOU,,,9.0,1113708787232960512,2015,,,,,,,,,,,,,,189.25,156.0,28.099999999999994,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,178.84385302923715
106,,proj,1724831470112,,2024,regular,nfl,season,2024-08-28 07:51:10.112,7526,MIA,rotowire,,46.7,999.0,36.8,27.0,27.4,27.0,34.9,35.0,36.0,999.0,34.9,,1.0,18.0,,,,,,,,190.5,232.0,149.0,3.0,1.9000000000000001,,19.0,,83.0,16.6,24.9,16.6,8.3,8.3,16.6,113.1,6.0,1131.0,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Jaylen,Undisclosed,,,Questionable,Waddle,1724685042188.0,WR,MIA,,,3.0,1113708735299088384,2021,,,,,,,,,,,,,,189.25,156.0,34.5,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,181.06447608948096
107,,proj,1724831466171,,2024,regular,nfl,season,2024-08-28 07:51:06.171,4983,CHI,rotowire,,54.7,999.0,52.4,39.9,39.0,39.9,38.6,41.1,37.1,999.0,38.6,,1.0,18.0,,,,,,,,186.9,225.9,147.9,4.0,2.4,,24.0,,78.0,15.6,23.4,15.6,7.8,7.8,15.6,105.5,7.0,1055.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],DJ,,,,,Moore,1724176825227.0,WR,CHI,,,6.0,1113708766076891136,2018,,,,,,,,,,,,,,189.25,156.0,30.900000000000006,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,179.81537561809384
108,,proj,1724831464906,,2024,regular,nfl,season,2024-08-28 07:51:04.906,4039,LAR,rotowire,,55.4,999.0,85.0,71.2,68.4,71.2,39.1,70.6,39.0,999.0,39.1,,1.0,18.0,,,,,,,,194.9,239.9,149.9,4.0,2.6,,26.0,,90.0,18.0,27.0,18.0,9.0,9.0,18.0,107.3,7.0,1073.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Cooper,,,,,Kupp,1724541924592.0,WR,LAR,,,7.0,1113708702235389952,2017,,,,,,,,,,,,,,189.25,156.0,38.900000000000006,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,182.59115444339858
109,,proj,1724831467472,,2024,regular,nfl,season,2024-08-28 07:51:07.472,5846,SEA,rotowire,,59.0,999.0,57.9,38.6,41.3,38.6,41.9,50.9,43.1,999.0,41.9,,1.0,18.0,,,,,,,,192.0,229.5,154.5,1.0,0.5,,5.0,,75.0,15.0,22.5,15.0,7.5,7.5,15.0,108.0,8.0,1080.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],DK,,,,,Metcalf,1724592629868.0,WR,SEA,,,5.0,1113708722909114368,2019,,,,,,,,,,,,,,189.25,156.0,36.0,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,181.5849346192256
110,,proj,1724831461617,,2024,regular,nfl,season,2024-08-28 07:51:01.617,11632,NYG,rotowire,,57.2,999.0,27.4,15.9,20.1,15.9,42.0,30.2,44.0,999.0,42.0,,1.0,18.0,,,,,,,,176.6,214.6,138.6,2.0,1.5,,15.0,,76.0,15.2,22.8,15.2,7.6,7.6,15.2,103.1,6.0,1031.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Malik,,,,,Nabers,1723997736825.0,WR,NYG,,,0.0,1113708675647696896,2024,,,,,,,,,,,,,,189.25,156.0,20.599999999999994,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,176.241560380514
111,,proj,1724831468963,,2024,regular,nfl,season,2024-08-28 07:51:08.963,6819,IND,rotowire,,43.7,999.0,44.7,35.7,31.5,35.7,44.7,37.0,40.8,999.0,44.7,,1.0,18.0,,,,,,,,171.0,215.0,127.0,1.0,0.5,,5.0,,88.0,17.6,26.4,17.6,8.8,8.8,17.6,98.5,5.0,985.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,['WR'],Michael,,,,,Pittman,1724425806845.0,WR,IND,,,4.0,1113708775547629568,2020,,,,,,,,,,,,,,189.25,156.0,15.0,4598.100377258566,-15.821388888888887,2443.1028543818466,176.0511111111111,0.34697235316309266,174.29851520280067
